0.72901	1	-1.6358	0.166	-1.3642	.	-0.4906	2	4	2	.	3	1	2	3	.
1.44924	0	-0.7488	0.1285	0.3346	.	-0.4778	4	3	3	3	4	3	4	4	4
0.74693	1	0.5367	.	0.3456	.	-2.3342	4	.	.	.	.	.	.	.	.
0.55561	0	0.1721	1.2073	0.3346	.	-2.5203	4	4	4	4	4	4	4	4	4
0.81696	0	-1.4618	-1.4387	-3.1153	.	-1.2945	3	3	3	3	3	3	3	3	3
0.66458	0	0.8692	-0.022	-2.6871	.	-0.5696	3	3	3	3	3	3	3	3	3
0.78948	0	0.5928	1.4075	-4.7165	.	2.0147	4	4	3	4	4	4	4	4	4
0.59119	0	-0.3669	0.7034	-2.3769	.	-0.2294	4	4	4	4	4	4	4	4	4
0.60207	0	-1.75	-2.0046	0.3346	.	-0.496	2	3	3	4	4	3	3	3	3
0.61403	1	-1.0597	0.3548	0.3346	.	0.1616	3	3	3	3	3	3	3	3	3
1.25671	1	-1.8015	0.5015	0.0308	.	1.8771	.	2	2	.	.	.	4	4	4
0.62724	1	-0.4197	-0.0861	0.3346	.	-1.3128	2	2	2	1	2	2	2	2	2
0.78948	0	0.4152	0.1223	-0.3881	.	0.1386	2	2	2	2	2	2	2	2	2
0.78948	0	0.7637	0.3548	0.3346	.	0.2268	4	4	4	4	4	4	4	4	4
0.55561	0	0.9446	1.2073	-6.3292	.	1.9335	4	4	4	4	4	4	4	4	4
1.37629	1	0.2697	-0.5212	0.3346	.	-0.3338	4	4	4	4	4	4	4	4	1
0.78948	1	0.7762	0.2118	0.3346	.	-0.0067	4	3	3	3	4	4	3	3	2
0.77623	0	-0.4382	0.9919	0.3346	.	-0.6994	3	4	3	3	3	4	4	3	3
0.74681	0	-2.1455	0.1401	-1.8457	.	0.1866	2	2	3	2	3	3	2	2	2
1.17497	1	0.2593	-0.0901	0.3346	.	-0.9437	3	3	3	3	3	2	3	3	3
0.96294	0	0.5255	1.2073	0.3346	.	-1.0056	3	3	3	3	3	3	3	3	3
0.57948	0	-0.5185	1.2073	0.3346	.	1.987	4	4	4	4	4	4	4	4	4
1.63061	1	0.5965	-2.0046	0.3346	.	0.2268	3	3	3	3	3	3	3	3	3
1.26993	0	-1.6594	0.9077	-2.0937	.	1.7913	4	4	4	4	4	4	4	4	4
0.66228	0	0.7179	1.2073	-6.3292	.	-0.9515	3	2	4	2	3	4	3	3	2
0.57123	0	-1.5602	-2.0046	0.3346	.	-0.4539	3	3	3	3	3	3	3	3	3
0.67251	0	-2.1225	1.2073	0.3346	.	0.1386	2	2	2	2	2	2	2	2	2
0.63145	1	-0.1998	.	.	.	.	.	.	1	.	.	.	.	.	.
0.60824	0	-1.4206	0.1062	-4.6985	.	0.844	4	.	3	4	4	4	4	4	4
0.65852	0	-2.0962	1.3059	-6.3292	.	-1.0056	3	2	2	2	3	2	3	3	3
0.76135	0	-1.697	0.7745	0.3346	.	-0.849	3	2	3	4	4	4	4	4	4
1.52861	1	-0.5547	3.3002	-6.3292	.	1.9386	.	.	.	.	.	.	.	4	.
0.86289	1	-0.9661	1.2073	-6.3292	.	0.2276	4	4	4	4	4	4	4	4	4
0.56932	0	-1.0136	0.462	0.3346	.	-0.9592	4	4	4	3	4	4	3	4	4
0.70175	0	-1.7309	1.2073	0.3346	.	0.9508	4	4	4	4	4	4	4	4	4
0.65082	0	0.7368	-0.114	-2.801	.	0.1937	4	4	4	4	4	4	4	4	4
1.19018	0	-1.2594	-0.9639	0.3346	.	1.2646	3	4	3	4	3	3	3	3	2
0.56338	0	-1.9405	1.1634	0.3346	.	0.1515	4	4	3	3	3	3	4	.	4
1.20414	0	-2.7103	-0.729	0.3346	.	-0.3407	1	1	1	2	1	2	1	1	2
0.56338	0	-2.4809	0.1461	0.3346	.	-0.0292	2	.	2	2	2	1	1	2	2
1.70085	1	-0.929	-0.0751	0.3346	.	-0.2986	1	1	1	1	1	1	4	3	3
1.2051	0	-2.0363	1.4403	-4.6985	.	0.1372	4	4	4	4	4	4	4	4	4
0.63953	1	-0.1996	0.7367	0.3346	.	-0.0596	3	3	3	3	4	4	3	3	4
0.74961	1	-0.4768	-0.3037	0.3346	.	0.678	4	4	4	4	4	4	4	4	4
1.52861	1	-1.6821	1.2073	0.3346	.	0.2091	4	4	4	4	4	4	3	3	3
0.67413	0	-0.9338	-0.0846	.	.	-0.5305	4	.	3	.	3	1	2	4	2
0.55503	1	-0.4259	-0.3037	0.3346	.	0.179	4	4	4	4	4	4	4	4	4
0.68627	1	-0.0889	0.1491	-1.5118	.	-0.8148	.	4	3	3	2	1	3	4	.
0.56742	1	0.3336	0.4406	0.2291	.	-0.4068	.	.	.	.	4	.	.	.	.
0.52909	0	-2.6805	-0.3816	0.3346	.	0.2392	4	4	4	4	4	3	4	.	3
0.59119	0	-0.5352	1.1223	-6.3292	.	1.986	4	4	4	4	4	4	4	4	4
0.62724	1	-0.2178	0.2976	-1.1402	.	-0.5275	3	3	4	4	4	3	4	3	2
0.57916	1	-0.7943	0.3017	-2.7	.	-0.5097	3	3	3	2	2	2	1	1	1
0.83283	0	1.2047	0.4042	0.3346	.	1.986	2	3	4	3	.	3	2	4	4
0.56932	0	-0.1084	0.3595	0.3346	.	-0.5359	4	3	3	4	3	4	4	3	4
2.50087	0	0.4141	2.2186	-6.3292	.	1.2774	1	2	3	3	3	.	4	4	.
0.7191	0	0.6326	-0.0959	0.3346	.	0.2233	2	2	3	3	2	2	2	2	3
1.10905	0	-1.4649	-0.3631	-1.6706	.	0.1535	4	4	4	4	4	4	4	4	4
0.78846	1	-1.7412	1.2073	0.3346	.	0.1543	4	4	4	4	4	4	4	4	4
1.9397	1	1.3786	1.0079	-4.6985	.	0.1372	4	4	4	4	4	4	4	4	4
0.19487	0	0.783	-0.7124	0.3346	-1.2165	0.1372	2	2	2	2	2	2	2	2	2
0.16203	0	0.7078	-1.2397	0.3346	0.2166	0.245	4	4	4	4	4	4	4	4	4
0.08966	1	-0.1583	0.6741	-1.5118	1.683	-1.1735	3	2	2	3	4	3	.	.	3
0.09855	1	-1.7603	0.4308	0.3346	0.5818	-0.1319	2	3	4	3	2	3	3	3	2
0.13088	1	1.624	3.7481	0.3346	3.8168	1.8435	4	4	4	4	4	4	4	4	4
0.90719	1	0.7097	-0.2215	0.3346	0.1598	-0.7816	4	3	.	4	3	4	1	.	4
0.11596	0	-0.3679	0.3154	0.3346	0.641	0.8081	4	4	4	4	4	4	3	3	2
0.51031	0	-0.726	1.2049	0.3346	1.5795	-2.4052	4	4	4	4	4	4	4	4	4
0.0809	1	0.3835	0.3109	0.3346	1.5795	1.8771	4	4	4	4	4	4	4	4	4
0.13524	0	1.4256	1.1189	0.3346	0.4758	1.2693	4	4	4	4	4	4	.	3	4
0.73192	0	-0.0688	-2.1736	0.3346	0.5995	0.2608	4	4	4	4	4	4	4	4	4
0.79007	0	-2.4639	0.0028	0.3456	0.4459	-2.2824	.	1	1	1	1	2	1	2	2
0.18505	0	-0.3491	-0.1272	0.3346	-0.232	0.1386	2	2	2	2	2	2	2	.	2
0.13624	0	-1.2137	0.2763	0.3456	0.385	-1.7677	4	4	4	4	4	2	.	.	.
0.1214	0	-2.4376	-0.4853	0.3346	0.3442	0.1616	4	4	4	4	4	3	.	2	2
0.0835	0	0.6334	0.23	0.3346	-0.4471	-0.0096	3	3	3	3	3	3	3	3	3
0.71396	0	-1.0329	-0.3584	0.3346	-0.5889	0.1767	2	2	2	2	2	2	2	2	2
0.68331	1	0.0562	0.3109	0.3346	0.9576	0.2154	4	4	4	4	4	4	4	4	4
0.16082	0	0.4736	-1.2627	-2.698	-0.6608	-0.4783	4	2	4	4	4	4	1	1	1
0.75345	0	-1.0086	-2.3763	0.3346	0.9576	-0.158	1	1	1	1	1	1	1	1	1
0.13839	1	0.3758	0.4377	0.3346	0.3311	-0.8428	2	2	2	2	2	2	2	2	2
0.20758	0	0.9144	-2.3763	0.3346	-0.3644	-0.1168	1	1	1	1	1	1	1	1	1
0.86865	1	-2.0797	-2.3763	0.3346	0.3138	-2.4141	1	1	1	1	1	1	1	1	1
0.61448	0	-2.0687	-2.3763	0.3456	-1.3771	-1.7706	1	1	2	1	2	2	1	1	2
0.18637	1	-0.4368	-0.1918	0.3346	-1.5437	1.7913	3	3	3	3	3	3	3	3	1
0.70539	0	-0.5654	-0.0277	0.3346	0.4701	0.2446	4	4	4	4	4	4	3	2	3
0.10725	0	0.4533	0.8488	0.3346	0.583	0.2064	4	4	1	2	2	4	3	2	1
0.65889	0	0.2074	-0.614	0.3346	-0.1636	-0.0742	3	4	4	4	4	4	1	1	1
0.11709	0	-0.9308	0.3109	0.3346	0.816	-0.253	3	3	3	3	3	3	3	3	3
0.10655	1	-2.4134	1.2049	0.3346	-0.5778	0.5762	4	4	4	.	4	4	3	4	3
0.83864	0	0.3976	0.3699	0.3346	-0.6256	0.9501	4	4	2	4	3	4	.	.	.
0.10809	0	-0.771	-0.1493	-4.4096	-0.8964	1.2716	4	1	3	4	2	3	3	3	.
0.19708	1	0.3657	-0.9481	0.3346	-0.5971	0.2264	3	3	3	3	2	2	3	3	3
0.20156	1	0.3293	0.3217	0.3346	-0.5973	0.2113	4	3	2	2	2	1	1	1	1
0.27837	1	-0.3491	1.029	0.3346	1.1931	0.021	2	3	3	4	4	4	3	4	3
0.06731	0	0.3818	-0.397	0.3346	-0.854	0.2064	4	4	4	4	4	4	1	3	1
0.11747	1	-1.0872	3.7481	-6.3292	3.8168	1.9632	4	4	4	4	4	4	4	4	4
0.08824	0	-1.8399	1.8627	-1.1402	-0.6541	1.3501	2	2	2	2	2	2	2	2	2
0.12229	0	-2.525	-1.1618	-3.6043	-1.3471	1.0681	3	.	.	4	.	.	.	.	.
0.13061	1	-0.1266	0.5384	-1.5118	1.9314	-0.1863	4	4	4	4	4	4	.	.	3
0.58051	1	-0.7027	0.7965	0.3346	1.3929	-0.1319	3	.	3	.	4	4	4	4	3
0.0835	0	0.8618	0.1074	0.3346	0.4962	1.1358	4	3	4	4	4	4	.	.	.
0.74413	1	1.2868	0.6537	-3.8344	0.149	0.8748	4	4	4	4	4	4	4	4	4
0.83864	0	-0.1904	-2.3763	0.3346	0.1378	-1.1434	4	4	1	3	2	4	3	4	4
0.73527	1	0.9606	0.7658	0.3346	1.2542	-0.3885	4	4	.	4	4	3	4	4	4
0.63249	1	-0.6314	0.9587	-0.3881	1.4862	-0.5456	4	3	4	4	4	4	.	.	3
0.68331	1	0.9108	.	.	.	.	2	.	.	.	.	.	.	.	.
0.87002	0	0.9974	-0.1889	-1.1402	-0.4569	-0.8067	4	4	4	4	3	4	1	.	1
0.16947	1	-0.5271	1.4762	-2.9835	1.1269	-0.5626	4	4	4	4	4	4	4	4	4
0.10027	0	0.5153	-0.7475	0.3346	-1.2929	-0.7595	3	3	4	4	3	4	1	2	1
0.18765	1	1.4163	0.0633	0.3346	1.096	-0.2093	2	2	2	2	4	4	3	.	3
0.18505	0	-0.7617	0.8887	0.3346	-0.5909	0.2333	3	3	4	4	4	3	3	3	3
0.08964	0	-0.4954	0.384	0.3346	-0.0641	-1.0946	2	2	4	4	4	.	1	1	1
0.08194	0	0.9371	0.839	0.3346	-0.0373	0.2469	2	3	3	3	4	2	1	1	1
0.53728	0	-0.9166	0.3109	0.3346	1.2259	0.2409	2	2	2	2	2	2	2	2	2
1.06454	1	0.8764	-0.608	0.3346	0.1408	-0.1831	4	4	4	3	3	4	.	.	2
0.99689	1	-1.0044	-2.145	0.3346	-0.9193	-0.3811	4	4	1	1	1	1	1	1	1
0.12928	1	1.0273	0.6635	0.3346	-0.1479	1.7913	4	3	4	3	4	4	2	3	3
0.7917	0	-2.0178	-1.4116	0.3346	-0.1083	-2.4022	4	3	3	3	3	.	3	3	2
0.94218	1	0.0282	-0.1477	0.3456	-0.2689	-0.5923	1	1	1	1	1	1	1	1	1
0.68822	1	0.3851	-1.4949	0.3346	0.3311	-0.181	4	1	1	.	3	2	3	3	3
0.59858	0	-1.183	-2.3763	-0.1828	-3.5	-2.5236	1	2	1	.	1	2	2	2	2
0.67472	1	-1.1455	-0.3584	0.3346	-0.5889	-0.98	3	3	3	3	3	3	3	3	3
0.10298	1	-1.0587	0.3109	0.3346	0.681	0.2091	3	3	3	3	3	3	3	3	3
0.88877	1	-1.2657	.	.	.	.	2	.	.	.	2	.	.	.	.
0.20171	0	-0.9241	0.0537	0.2137	0.3311	.	3	3	3	3	3	3	.	4	4
0.15055	1	-2.4351	-0.1528	0.3346	-0.2198	-1.2601	2	3	2	3	2	3	4	3	3
0.89904	1	-1.5073	-0.1462	-1.1402	-0.112	-0.4751	4	4	.	4	.	4	3	1	1
0.63249	0	0.9666	1.2049	-6.3292	1.1694	0.9304	4	4	4	4	4	4	4	4	4
0.07124	0	-2.6999	1.1387	0.3346	0.9576	0.2064	4	4	1	4	4	3	3	3	3
0.18325	0	-1.1672	-0.0124	0.3346	0.2042	-0.3606	4	4	1	4	1	4	1	3	.
0.12229	0	-1.057	-0.4776	0.3346	-0.389	-0.0404	1	2	3	.	2	.	1	2	3
0.99689	1	-0.8752	0.714	0.3346	0.6417	0.8336	4	.	4	.	.	.	.	4	4
0.08964	0	-1.6814	1.042	0.3346	-1.4092	2.0253	4	4	4	4	4	4	4	4	4
0.16466	1	1.2071	0.3109	0.3346	-0.5889	-2.3369	4	4	4	4	4	4	2	3	2
0.10982	0	0.5963	-0.1646	0.3346	0.6535	1.9112	4	2	4	4	4	4	1	.	.
0.08824	0	-2.1703	0.8507	0.3346	0.8816	-0.3057	4	4	4	4	4	4	2	3	3
0.20195	1	-1.077	0.3669	0.3346	-0.0543	0.1535	2	3	2	4	.	4	3	.	4
0.18637	1	0.9464	0.2326	-1.1402	-0.1801	1.7786	4	4	4	4	4	4	2	1	1
0.13352	0	-0.0922	-2.194	-1.3642	0.465	-0.4013	2	3	3	2	3	3	4	4	2
0.13655	1	-2.1768	-0.2018	-1.5285	0.626	-1.7728	4	4	4	4	4	4	4	4	4
0.51178	1	-0.5252	-1.4116	0.3346	-0.7117	-0.4768	2	1	3	3	2	3	2	3	2
0.56855	0	-2.9504	-1.1438	0.0978	-0.7779	-0.5895	4	4	.	4	4	4	1	1	1
0.09559	1	-0.5852	-0.685	0.3346	-0.4646	-0.3316	3	3	3	4	4	4	.	.	4
0.15368	0	-0.6157	-0.5768	0.3346	-0.0319	0.2608	2	2	3	4	3	3	4	3	3
0.13352	0	-0.6348	-2.3763	0.3346	3.2541	0.841	1	1	1	1	1	1	4	1	1
0.09077	1	0.1834	-0.097	-1.5285	0.044	-0.3762	3	.	4	4	4	4	1	2	3
1.6766	1	-1.8606	0.2704	.	0.7946	0.1513	1	1	4	4	4	1	1	1	1
0.11382	0	-1.9764	.	-0.1342	.	.	.	2	.	.	.	4	4	.	.
0.61931	1	-0.6767	0.3109	0.3346	0.3311	0.179	3	3	3	3	3	3	3	3	3
1.65756	1	0.5674	-0.6645	0.3346	-0.1158	1.2881	4	4	4	4	4	4	2	3	2
0.62235	0	0.5548	-0.5797	0.3346	-0.3525	-0.4638	4	4	4	4	3	3	2	2	2
1.0619	1	-0.7443	0.4572	-1.1402	-0.3033	1.0002	2	2	2	2	2	2	2	2	2
0.14922	1	-0.3162	0.0771	0.3346	1.0214	0.6363	2	3	3	.	3	2	4	4	2
0.80868	0	-0.222	1.1106	0.3346	0.9678	0.1774	4	4	.	.	4	4	4	4	4
0.13168	1	-0.1394	-0.3829	0.3346	-0.258	0.6889	4	4	4	4	4	4	3	4	4
0.08824	0	-1.3115	-0.2631	0.3346	-0.6541	-0.9291	2	2	2	2	2	2	2	2	2
0.10414	1	-2.0281	-2.3763	0.3346	-0.5889	-1.4731	2	2	2	2	2	2	2	2	2
0.69857	0	-0.7184	-2.3763	0.3346	-0.0288	-1.2653	4	4	4	4	4	4	4	4	4
0.15716	0	1.2194	-2.3763	0.263	0.7232	0.1372	2	2	2	2	2	2	2	2	2
0.49945	1	1.221	0.2326	0.3346	0.3311	1.3761	4	4	4	4	4	4	4	4	4
0.46448	1	-0.3993	0.9538	0.3346	1.2091	0.0176	4	4	2	2	2	4	4	4	2
0.51768	1	1.1067	0.4456	-1.5315	-0.3544	0.7886	4	3	4	4	4	3	2	2	2
0.87302	1	-3.3595	-2.3763	0.3346	0.1476	-2.3178	3	1	1	1	1	1	3	1	1
0.6971	1	0.7538	1.2629	0.3346	0.3086	1.8692	4	4	4	4	4	4	2	2	2
0.2199	0	-0.6305	0.9132	0.3346	-0.9165	-0.4213	4	4	4	4	3	4	2	2	2
0.528	0	0.8252	0.4703	-1.5315	0.8418	-0.2893	4	4	4	4	4	4	2	.	3
0.42586	1	-0.0521	0.4855	0.3346	0.0448	-0.6131	4	4	4	4	4	4	3	3	3
0.70475	1	0.568	0.3109	0.3346	-0.0155	-0.9437	3	3	3	3	3	3	3	3	3
0.54509	1	0.85	0.1176	0.3346	-2.1221	-0.8408	3	4	4	4	3	3	2	3	3
0.53919	0	0.2697	-0.2354	0.3346	0.2004	0.1386	4	3	4	3	4	4	1	1	1
0.48438	0	0.489	-0.1461	0.3346	-0.0245	0.2252	4	4	4	4	3	4	2	2	2
0.37894	1	0.3907	-0.3827	0.3346	-0.3995	-0.018	4	4	3	3	3	3	1	1	1
0.52428	1	0.9529	0.5137	0.3346	-1.0387	0.2434	4	4	.	4	4	4	1	2	2
0.3461	0	-0.087	0.7644	0.3346	0.0231	1.944	4	4	4	4	4	4	2	1	1
0.6102	1	-0.0083	-0.0471	0.3346	0.1294	-1.4327	4	4	4	4	4	4	4	4	4
0.38064	0	-0.7065	0.4273	0.3346	0.9798	-0.9609	4	3	4	1	.	2	4	4	2
0.11002	0	0.0094	0.3109	0.3346	1.1957	-1.8188	4	4	4	2	3	3	2	3	4
0.08558	1	1.35	1.4315	0.3346	-0.4701	1.8279	4	4	4	4	4	4	4	4	4
0.37837	0	1.1086	0.4822	0.3346	0.4041	-0.2772	4	4	4	4	4	4	4	4	4
0.21533	0	0.8833	3.7481	0.3346	-0.5889	0.0176	4	4	4	4	4	4	4	4	4
0.54477	0	-0.3072	-0.1729	0.3456	-0.8512	0.1906	4	4	4	4	4	4	4	4	4
0.96172	0	-1.5998	0.6107	0.3346	1.005	-2.4052	4	4	4	3	3	4	4	2	2
0.22468	1	0.4214	1.9282	0.3346	0.149	1.944	.	.	.	.	.	.	2	3	3
0.37901	0	0.0745	3.7481	0.3346	0.7642	1.3013	4	4	4	4	4	4	4	4	4
0.54064	1	-0.2048	1.2049	0.3346	0.9576	0.2154	4	4	4	4	4	4	4	4	4
0.60486	1	-0.2088	0.3109	0.3346	0.4617	2.0122	3	3	3	3	3	3	3	3	3
0.5235	0	-0.6869	1.0443	0.3346	0.4194	-0.8772	4	4	4	3	4	4	3	3	3
0.34722	1	0.3515	-0.3584	0.3346	-0.5889	-2.3738	3	3	3	3	3	3	3	3	3
0.6102	1	-0.9384	-0.3584	0.3346	0.3311	0.1607	4	4	4	4	4	4	4	4	4
0.29443	0	0.2176	0.3109	-1.1402	1.5795	-0.9255	4	4	4	4	4	4	2	1	3
0.39685	1	0.9885	0.9509	0.3346	-0.7708	1.892	4	4	4	4	4	4	1	4	1
0.37966	0	1.124	1.2049	0.3346	0.16	0.1697	4	4	4	4	4	4	3	3	3
0.59198	1	0.5785	0.3651	0.3346	-0.5258	0.2446	4	4	4	4	4	4	4	4	4
0.31166	1	0.2609	1.0587	0.3346	-0.5215	-1.9553	2	2	2	4	3	2	3	3	3
0.43137	0	0.5352	0.1853	0.3346	-1.122	-0.7078	4	4	4	4	4	4	1	1	2
0.2348	0	-0.6413	0.2346	0.3346	-0.233	-0.6324	3	3	3	3	3	3	3	.	3
0.32687	1	0.6859	0.0367	0.3346	0.8444	-1.0042	4	4	4	4	4	4	1	3	1
0.14799	1	1.0285	0.5765	-0.3881	-0.7504	0.1535	4	4	4	4	4	4	4	4	4
0.69625	0	1.2177	0.3921	0.3346	0.1297	0.2064	4	4	4	4	4	4	1	1	1
0.49354	0	1.0251	1.1387	0.3346	0.3453	-0.5511	4	4	4	4	4	4	1	3	1
0.34498	0	-0.9604	1.0121	0.3346	0.1378	1.8626	2	2	3	3	3	3	3	3	2
0.29367	1	-0.4331	0.4826	0.3346	-0.2778	0.2409	3	3	3	3	.	3	3	3	3
0.31363	1	0.7877	0.3109	0.3346	0.5752	-0.9643	3	3	3	3	3	3	3	3	3
0.14271	1	1.0317	0.6092	0.3346	-0.0485	-0.273	4	4	4	4	4	4	2	3	3
0.5428	0	1.1345	1.1387	0.3346	0.0974	-0.9247	4	4	4	4	4	3	2	2	2
0.19483	1	0.6672	0.9198	0.3346	0.4084	1.8653	4	4	4	4	4	4	4	4	4
0.56711	0	-0.6278	0.3109	0.3346	-0.1658	-1.1623	3	3	3	3	3	3	3	3	3
0.32714	0	-0.2453	1.3618	0.3346	0.5752	-0.0611	4	3	4	4	4	4	1	1	1
0.19721	0	-0.6392	-0.2235	0.3346	-0.3577	-1.0732	1	1	1	1	1	3	1	3	1
0.2034	1	0.3669	1.3679	0.3346	1.096	0.0506	4	4	4	4	4	4	1	3	1
0.46535	1	0.8244	0.105	0.3346	-0.2065	0.2215	4	4	4	4	4	4	2	2	2
0.15142	1	1.1485	-0.2122	0.3346	-0.4372	-1.1073	4	4	4	4	4	3	2	2	2
0.51482	1	1.3631	1.2049	0.3346	-0.6808	-0.9935	3	3	3	3	3	3	3	3	3
0.62662	1	-1.5882	0.3752	0.263	0.9576	-0.6033	4	4	4	4	4	4	2	3	3
0.13508	1	0.989	0.8319	0.3346	0.2563	0.1833	4	4	4	4	4	4	2	2	2
0.2034	1	1.1357	1.2049	0.3346	1.1656	-0.4559	3	4	4	3	3	4	3	3	4
0.20322	0	0.75	0.6998	0.3346	0.0406	-0.2115	3	3	4	4	4	4	4	4	3
0.27981	1	1.0079	-0.1347	0.3346	0.4434	0.2608	4	4	4	4	4	4	4	4	4
0.3484	1	-0.5515	0.1416	-1.5315	2.0941	.	4	4	4	4	4	4	.	.	.
0.21164	1	1.218	0.3486	0.3346	0.0124	0.4523	4	4	4	3	4	4	3	2	2
0.30568	0	-0.8317	-0.8034	0.3346	0.6883	0.2299	4	4	3	4	4	4	2	2	2
0.17173	0	0.3628	-0.5276	0.3346	0.9576	0.245	3	3	3	3	3	3	3	3	3
0.17264	0	0.9335	-0.0717	0.3346	-0.1697	0.1535	3	3	2	3	3	4	3	2	2
0.55005	0	0.6968	0.8642	0.3346	0.4508	0.7857	4	4	4	4	4	4	4	4	4
0.26335	1	1.1156	0.9641	0.3346	-0.8658	0.1767	4	4	4	4	4	4	2	2	2
0.27562	0	0.1913	-0.1148	-1.1402	-0.6582	-0.1523	4	4	4	4	4	4	1	2	2
0.44511	1	0.4803	-0.0019	0.3346	-0.1479	-0.3893	4	4	4	4	4	3	1	1	1
0.42476	1	1.3534	3.7481	-6.3292	1.2291	-1.3682	3	3	2	3	3	2	2	2	3
0.11329	1	1.1977	1.2049	0.3346	0.3311	0.2264	4	4	4	4	4	4	4	4	4
0.36561	0	0.2345	0.2945	0.3346	0.9576	1.372	4	4	4	4	4	4	4	4	4
0.1164	1	1.546	-0.5851	0.3346	-0.9519	0.1656	4	3	3	3	3	4	4	3	2
0.03733	0	.	1.2275	-1.573	-0.8565	0.2469	4	4	4	4	4	4	.	.	.
0.23119	1	1.3186	0.2644	0.3346	0.6045	-0.0483	4	4	4	4	4	4	4	4	4
0.30968	0	0.962	0.6693	0.3346	-0.6321	-0.3829	4	4	4	4	4	4	1	1	2
0.48686	1	1.3152	1.0535	0.3346	-0.2874	0.8867	4	4	4	4	4	4	3	4	4
0.25428	0	0.2607	0.2204	0.3346	0.9748	0.1607	3	3	3	3	3	3	3	3	3
0.09673	0	1.3364	0.7522	0.3346	0.4742	0.3833	4	4	4	4	4	4	4	3	3
0.67557	1	1.0284	1.2049	-4.6985	0.4566	0.2268	3	3	3	3	3	3	3	3	3
