0.75068	2	3	.	.	3	.
0.78695	.	4	4	3	.	.
0.86409	4	4	4	4	.	.
0.65981	3	.	3	.	2	.
0.98613	4	.	4	4	4	.
0.59776	3	3	3	.	3	3
0.75437	.	4	4	.	4	4
0.73371	.	4	2	.	2	3
0.58423	4	.	4	4	.	4
0.68852	2	2	.	2	2	.
0.64617	2	2	.	2	.	2
0.64549	.	.	3	.	3	2
0.85923	3	.	3	3	3	3
0.54954	.	3	3	.	3	.
0.84328	3	2	.	3	.	.
0.68565	4	.	4	.	4	4
0.44311	.	3	3	3	.	3
0.68153	1	.	2	3	.	3
0.52337	.	4	.	3	3	3
0.67585	4	.	.	.	2	1
0.45206	3	3	2	.	.	.
0.63547	2	4	.	3	.	.
0.53804	.	2	3	3	.	1
0.66442	1	.	1	.	.	1
0.67909	3	.	.	3	3	2
0.58897	3	3	3	3	.	3
0.66701	.	.	4	.	3	3
0.44311	4	3	3	.	2	.
0.59685	3	3	3	.	.	2
0.88497	4	.	4	.	.	2
0.30125	2	.	2	.	2	2
0.77853	3	3	.	3	3	3
0.67569	.	.	.	3	2	3
0.52466	4	.	.	4	.	4
0.74218	2	3	.	3	3	.
0.0395	2	.	.	1	.	1
0.55457	.	3	2	3	2	.
0.87276	.	4	4	.	2	3
0.32987	3	.	2	3	2	.
0.42753	3	.	3	.	3	.
0.66766	3	.	2	.	1	1
0.86879	3	3	3	3	.	.
0.7167	4	4	4	.	4	4
0.75964	3	.	2	4	2	.
0.77628	3	2	2	.	.	1
0.54786	1	1	.	.	4	.
0.71154	3	3	3	4	.	.
0.55457	2	.	2	2	.	2
0.5593	4	.	.	3	3	.
0.63782	.	3	.	3	2	2
0.55999	2	2	3	3	.	2
0.75137	4	.	4	4	4	.
0.63971	.	.	2	3	3	.
0.81671	.	3	1	2	2	.
0.6163	3	3	2	.	3	.
0.76832	.	.	3	3	3	.
0.57125	.	.	3	2	2	.
0.52635	4	.	2	3	.	.
0.64562	4	.	3	2	1	.
0.67932	4	4	.	.	4	2
0.71743	.	3	.	3	4	.
0.6306	.	4	4	4	4	.
0.77798	4	.	3	.	.	.
0.52337	2	.	.	2	2	2
0.99515	.	4	.	4	.	4
0.62639	2	3	3	2	.	.
0.45848	3	3	.	2	.	.
0.0395	.	.	4	.	3	2
0.57393	4	4	.	3	3	.
0.62984	4	.	3	3	3	.
0.49726	.	.	.	2	2	2
0.89016	2	.	1	.	.	2
0.80287	4	.	4	.	3	.
0.67804	3	2	.	2	.	.
0.0395	1	.	.	.	1	1
0.53195	1	.	1	.	1	1
0.76259	.	3	2	.	2	.
0.41877	.	.	3	3	2	.
0.51665	4	4	3	.	.	2
0.52332	2	.	.	2	2	.
0.04627	.	.	.	.	3	.
0.77798	.	3	3	3	3	.
0.55614	.	1	.	3	.	3
0.64922	.	3	3	3	3	.
0.66665	.	.	3	3	2	2
0.46849	.	3	2	.	4	.
0.42753	.	4	3	2	3	3
0.6884	4	.	.	3	2	.
0.50326	4	4	.	3	.	3
0.76167	.	.	4	4	2	2
0.54607	3	.	.	.	2	3
0.54225	.	3	3	3	.	3
0.72803	4	3	.	.	2	2
0.60969	3	3	.	3	3	.
0.5268	3	.	3	3	3	3
0.52851	4	3	.	.	2	3
0.44314	.	.	3	3	.	3
0.04198	1	.	3	.	2	3
0.50147	.	.	.	4	3	3
0.5629	.	4	.	2	1	.
0.03887	1	.	1	1	.	1
0.52212	3	3	1	.	3	3
0.65066	4	4	.	.	4	.
0.56055	1	1	2	.	.	2
0.48105	4	3	.	.	3	3
0.53888	4	4	4	.	4	.
0.71056	3	4	3	2	.	3
0.87604	2	3	.	2	3	.
0.7167	.	2	2	3	2	3
0.51858	4	4	.	4	3	.
0.91995	4	.	4	.	4	.
1.03976	3	3	3	.	3	3
0.62668	3	.	.	3	3	3
0.52332	2	2	2	.	2	.
0.44077	.	3	2	3	.	3
0.62639	3	.	.	3	2	2
0.56184	.	.	1	2	3	.
0.6573	3	.	.	3	3	3
1.20301	.	.	3	3	2	3
0.65173	.	.	3	3	3	3
0.70604	2	.	.	.	2	2
0.7076	2	2	1	1	1	.
0.69635	.	.	.	3	2	3
0.6752	4	2	.	2	.	.
1.54787	3	.	1	3	4	.
0.79983	.	4	.	.	4	4
0.72841	4	.	4	4	4	.
0.76914	1	2	.	3	2	2
1.10282	2	3	2	.	3	4
0.65173	2	.	.	.	2	2
0.91598	.	3	2	2	3	.
0.65173	3	3	.	.	.	3
0.92009	.	.	.	.	3	.
0.67421	3	3	3	.	2	.
0.91598	.	4	4	.	4	.
0.75879	4	4	4	.	.	4
0.8132	3	.	1	.	1	1
0.65173	.	3	3	3	2	3
0.7623	.	.	3	3	3	3
1.47726	1	.	2	3	3	.
0.72156	1	2	.	.	3	1
0.59742	.	.	1	3	.	2
0.78155	4	.	4	3	3	.
0.65173	3	3	.	3	.	.
0.75738	.	.	3	3	3	3
0.65173	4	4	.	4	4	.
0.66042	2	.	2	.	2	2
0.70297	.	3	3	3	3	3
0.65173	.	3	3	.	3	3
0.56184	.	1	2	3	4	4
0.78933	4	4	4	.	.	4
0.78394	.	2	.	2	.	2
0.85991	.	.	4	.	4	4
1.09238	.	4	.	.	2	2
0.76696	3	3	3	3	.	.
0.78439	.	3	.	3	3	3
0.67148	2	2	.	.	.	.
1.42683	3	.	3	.	3	3
0.79442	3	.	3	.	.	3
0.74616	4	.	.	4	4	4
0.8132	4	4	2	.	2	.
0.88017	4	4	.	4	.	.
0.72154	2	3	.	.	.	2
0.79983	4	2	2	.	2	.
0.81491	3	3	2	.	2	3
0.58924	.	.	2	3	.	.
0.65173	3	3	.	2	3	2
0.85991	.	.	3	.	3	4
0.86323	3	.	3	3	.	3
0.86323	.	2	3	3	.	2
0.86629	2	4	.	3	.	3
0.82203	.	3	3	3	3	.
1.09238	1	.	1	1	.	1
0.86586	.	3	.	.	.	.
0.73611	.	2	2	.	2	2
0.82584	4	.	.	4	4	4
0.83507	3	.	.	2	.	3
0.82203	.	3	2	.	3	3
0.7138	.	2	1	2	2	.
0.6473	.	.	1	1	.	.
0.87898	.	4	.	4	.	4
0.8183	4	4	.	.	1	1
1.58537	3	.	.	2	.	2
0.61163	2	2	2	.	.	3
1.03955	2	.	3	.	3	3
0.82708	.	3	3	3	3	.
1.0151	.	.	1	2	.	3
0.72154	2	2	2	.	2	.
1.78354	1	.	.	.	.	.
1.03392	3	4	3	.	3	2
0.82701	.	.	2	2	.	2
0.86323	4	4	.	.	2	3
0.78318	4	4	4	4	4	.
0.74616	.	3	2	3	2	.
0.79656	.	4	4	4	4	.
0.65173	3	3	.	.	.	3
1.22119	3	.	3	3	.	.
1.39036	3	.	.	3	3	3
0.63711	3	3	.	.	.	3
1.30347	.	1	1	.	1	.
0.86286	3	.	.	.	.	4
0.67238	2	2	2	2	.	.
0.73509	3	3	.	.	3	3
1.41519	2	.	2	3	.	.
1.51076	2	2	2	.	.	2
0.68136	.	2	2	.	.	2
0.71959	1	1	.	.	1	1
0.7294	3	3	.	3	.	3
0.9265	4	.	.	4	3	.
1.03955	.	.	2	2	.	2
0.91598	2	.	2	.	.	3
0.70266	3	3	3	.	.	3
0.79983	3	.	3	.	3	3
0.67421	2	2	3	3	3	.
0.91243	3	3	3	3	3	.
0.89879	1	.	2	3	.	.
0.53248	3	3	.	3	1	.
0.32591	2	3	2	2	.	3
0.35807	.	2	3	3	3	.
0.28763	.	.	3	.	3	3
0.4969	2	.	2	2	2	.
0.35184	.	3	3	4	.	3
0.21736	4	.	.	.	4	4
0.54452	.	.	1	.	1	1
0.29414	.	.	2	3	2	.
0.71016	1	.	3	3	2	2
0.2337	3	3	.	.	3	.
0.50032	1	2	1	.	.	3
0.44781	3	3	.	1	.	.
0.4297	4	4	.	.	1	.
0.72756	.	.	2	.	2	2
0.47006	2	.	3	.	3	3
0.18684	.	1	.	1	1	.
0.5586	.	4	3	.	1	1
0.72756	3	3	.	2	2	2
0.51296	2	.	.	1	3	.
0.58983	3	3	3	3	.	.
0.27364	4	4	.	4	3	.
0.44016	.	.	3	3	3	3
0.50321	3	3	.	.	3	3
0.36107	4	3	3	3	2	.
0.80534	1	2	.	.	.	1
0.40436	.	3	.	3	3	2
0.27233	.	3	2	2	2	.
0.45054	3	2	3	.	3	3
0.18747	4	4	3	.	.	.
0.43082	.	1	1	.	.	1
0.74988	.	3	2	.	3	2
0.59725	3	3	.	3	3	.
0.49038	2	2	.	3	.	2
0.44054	.	.	.	2	.	.
0.64269	.	.	4	3	.	.
0.41871	2	.	.	2	3	.
0.41149	3	.	3	3	.	.
0.45167	3	.	.	2	2	2
0.44344	2	.	2	2	.	2
0.39954	2	2	2	.	2	.
0.50155	.	2	3	3	.	2
0.60956	3	3	2	2	.	2
1.68426	.	3	3	3	.	3
0.44534	3	3	3	3	.	.
0.52424	.	2	.	2	2	2
0.47837	3	.	.	3	3	3
0.44034	1	3	4	1	1	.
0.75294	.	3	.	3	3	3
0.31214	3	.	3	3	.	.
0.36552	2	.	2	2	.	2
0.38407	.	.	3	3	.	3
0.36088	1	1	1	.	1	.
0.27364	3	3	.	.	3	3
0.42089	2	2	.	.	2	2
0.40517	.	4	3	2	.	.
0.4391	3	3	1	.	.	1
0.30564	.	1	1	1	.	1
0.35712	2	3	.	2	.	3
0.51593	2	2	2	2	.	.
0.54003	.	3	2	2	.	2
0.47905	2	2	.	2	.	2
0.43435	1	1	.	1	.	.
0.38407	3	2	.	.	3	.
0.29828	.	3	2	2	.	2
0.38837	1	2	1	2	1	.
0.4568	.	.	3	2	2	.
0.61079	2	.	3	.	.	3
0.50266	1	1	.	1	1	1
0.15307	.	2	2	.	3	2
0.49015	.	1	2	.	1	2
0.33079	.	3	4	.	.	4
0.38834	.	3	.	3	3	3
0.47901	.	3	3	2	2	3
0.18684	4	4	.	.	4	.
0.27515	4	4	.	.	2	2
0.57164	1	1	1	1	2	.
0.29999	.	.	2	.	3	2
0.08177	.	4	3	3	.	3
0.50496	.	2	2	2	.	.
0.34928	4	.	4	.	2	.
0.35099	.	.	1	1	1	.
0.28616	3	3	3	.	.	3
0.83744	2	.	1	.	1	3
0.4236	3	.	3	3	.	3
0.51832	3	.	3	.	3	.
0.3556	.	2	2	3	3	.
0.32914	1	.	.	1	1	1
0.35069	.	1	3	.	3	3
0.42187	.	2	2	2	.	2
0.27146	.	2	4	4	.	.
0.57164	3	3	.	.	.	3
0.7459	2	.	.	2	.	2
0.61182	2	2	.	2	2	.
0.44131	3	3	2	.	3	.
0.39611	.	3	3	3	.	3
0.47049	4	4	.	3	.	3
0.48251	3	.	.	2	2	2
0.21736	3	3	3	.	3	.
0.37022	3	3	3	.	3	.
0.85054	.	.	2	2	.	2
0.88926	2	2	2	2	.	.
0.88013	2	2	3	3	.	3
0.83612	3	3	2	2	.	2
0.84983	2	.	3	.	3	.
0.88071	.	3	3	.	3	3
0.8479	.	1	4	4	.	4
0.85756	3	3	3	2	.	.
0.89006	.	4	4	4	4	.
0.88013	.	4	1	.	1	.
0.91521	2	2	.	2	2	.
0.88949	2	.	3	.	2	3
0.88572	.	2	2	2	2	.
0.88926	2	2	2	2	.	.
0.88949	.	.	2	2	1	.
0.88629	4	.	4	2	2	.
0.86309	.	4	.	2	2	3
0.86309	3	3	1	3	.	1
0.85935	2	2	.	2	2	2
0.8479	.	.	2	2	.	2
0.89632	.	3	.	2	2	3
0.8693	3	.	3	.	3	3
0.91761	3	4	.	3	.	2
0.88921	.	3	.	3	3	3
0.88921	.	3	3	3	2	.
0.88257	3	3	.	2	.	2
0.95557	3	.	3	3	3	3
0.90044	4	4	4	.	3	.
0.96779	2	.	2	2	.	.
0.88071	2	.	2	.	2	2
0.86309	3	3	.	.	3	3
0.91761	1	1	.	1	2	.
0.91128	3	2	.	.	2	3
0.9476	2	.	.	4	.	4
0.93703	.	2	.	2	.	3
1.05289	.	2	2	2	2	2
0.84918	4	.	.	3	3	4
0.86309	3	3	2	.	.	.
0.96154	4	.	4	2	.	2
0.89632	2	.	.	3	2	2
0.95557	.	3	2	.	3	2
0.90044	.	3	2	3	.	3
0.88257	.	.	2	3	3	.
0.89065	3	.	.	.	3	3
0.92413	2	2	3	3	.	.
0.89186	.	2	.	.	2	2
0.88926	2	.	2	2	.	2
0.99289	.	3	.	3	3	3
0.83612	3	.	2	3	.	3
0.90728	.	.	4	4	4	3
0.85935	2	.	.	2	3	.
1.6165	3	.	.	3	3	3
0.89806	.	2	2	.	2	2
0.85557	3	3	4	.	1	.
0.8693	.	.	.	2	2	2
0.88949	.	3	3	.	2	.
0.84961	3	2	2	.	2	.
0.93703	.	.	.	3	3	3
0.88949	3	3	2	.	.	.
0.88257	2	.	2	3	.	.
0.89339	3	2	.	2	.	3
0.88949	.	.	.	2	1	2
0.88071	.	.	3	3	2	2
0.84562	.	2	2	3	2	2
0.84983	2	2	.	2	.	2
0.8479	.	.	.	2	2	2
1.05289	3	.	3	.	3	2
0.88629	.	3	2	3	3	.
1.22959	3	.	3	.	1	1
0.86309	.	4	4	.	4	.
0.88926	2	2	3	.	1	3
0.91128	3	3	.	2	.	2
0.88949	1	.	1	1	.	.
0.88257	2	2	2	2	2	.
0.97223	.	.	.	4	4	4
0.89806	2	2	2	2	.	2
0.88926	.	.	2	2	1	.
0.83612	.	.	2	2	.	3
0.88257	1	.	2	2	.	1
0.83612	2	2	2	3	.	2
0.83612	.	4	3	.	1	1
0.8693	2	2	.	2	3	.
0.84961	.	2	.	3	3	.
0.88921	3	.	2	2	2	3
0.87328	.	2	3	3	3	3
0.86281	.	.	.	2	2	2
0.89632	3	.	2	2	.	2
0.85557	.	.	3	2	2	.
0.89632	.	2	3	.	3	3
0.89339	3	.	3	2	.	2
0.86309	.	.	.	.	.	3
1.05289	3	.	3	3	2	2
0.91761	.	.	.	2	2	2
0.92616	.	4	2	.	2	2
0.94064	3	.	.	4	3	.
0.97223	2	3	.	.	2	.
0.86495	3	.	3	2	.	2
0.88572	3	.	.	.	2	2
0.88345	.	.	3	.	4	4
0.91575	1	.	1	1	1	.
0.8611	3	3	3	.	3	.
1.25842	1	.	3	2	4	.
0.81068	4	.	4	4	.	4
0.53523	4	4	4	.	.	.
0.892	.	.	3	3	3	3
0.33962	.	3	3	3	3	.
0.70394	.	.	3	.	3	3
0.66106	.	1	1	1	1	.
0.53523	3	3	.	3	3	.
0.82731	4	4	.	3	.	3
0.79851	.	.	3	3	1	1
0.75322	2	4	.	.	.	3
0.97689	.	3	.	.	3	3
0.90299	2	3	.	.	2	2
0.65637	1	2	.	.	3	2
0.53523	.	.	3	3	3	3
0.10116	.	3	3	3	.	2
0.84514	2	3	.	.	2	2
0.89948	.	.	4	4	4	4
0.85961	.	2	3	.	.	3
0.11559	.	2	2	.	.	2
0.942	2	3	.	.	1	2
3.05136	2	.	2	.	.	1
