1.63061	1	1	1	1	1	1	1	1	1	1
1.26993	4	4	4	3	3	4	3	4	4	4
0.66228	4	4	4	4	4	4	4	4	4	4
0.57123	1	1	1	1	1	1	1	1	1	1
0.67251	4	4	4	4	4	4	4	4	4	4
0.63145	.	.	.	5	.	.	.	.	.	.
0.60824	1	3	3	2	2	3	3	3	3	3
0.65852	4	.	4	4	4	4	4	4	5	4
0.76135	3	3	4	3	3	3	4	.	4	5
1.52861	5	5	5	5	5	5	.	5	5	5
0.86289	4	4	4	4	4	4	4	4	4	4
0.56932	2	3	3	3	3	3	3	3	4	5
0.70175	4	4	4	4	4	4	4	4	4	4
0.65082	2	3	3	2	2	2	2	2	2	3
1.19018	1	1	1	1	4	1	1	1	1	1
0.56338	4	4	4	4	4	3	4	4	.	5
1.20414	1	2	1	2	2	1	2	1	1	2
0.56338	2	2	2	1	3	4	3	4	3	.
1.70085	2	2	3	3	2	1	1	3	4	3
1.2051	4	4	4	4	4	5	4	5	4	4
0.63953	3	4	4	3	3	3	3	4	4	4
0.74961	2	2	2	2	2	2	2	2	2	2
1.52861	4	4	4	4	4	4	4	4	4	4
0.67413	1	.	3	.	2	.	.	1	.	5
0.55503	2	2	2	2	2	2	2	2	2	2
0.68627	1	2	3	4	5	4	3	2	1	1
0.56742	2	3	3	3	3	4	3	3	.	4
0.52909	2	2	2	2	2	1	2	2	2	2
0.59119	3	4	4	4	4	4	4	4	4	4
0.62724	3	2	3	3	2	3	3	2	4	5
0.57916	5	5	4	4	4	2	2	1	1	1
0.83283	2	4	3	2	3	5	2	4	3	2
0.56932	2	3	3	4	3	2	3	4	3	3
2.50087	5	5	5	.	5	4	.	5	4	5
0.7191	3	2	4	2	2	2	2	2	2	2
1.10905	1	2	2	2	2	2	2	2	2	2
0.78846	4	4	4	4	4	4	4	4	4	4
1.9397	4	4	4	4	4	4	4	4	4	1
0.19487	3	.	3	1	2	1	1	1	.	1
0.16203	2	1	3	1	1	1	1	1	1	1
0.08966	3	2	4	3	3	4	4	4	3	4
0.09855	4	3	3	3	4	3	2	3	4	3
0.13088	5	5	5	5	5	5	5	5	5	5
0.90719	3	3	3	2	.	2	2	2	2	2
0.11596	2	3	4	3	2	3	3	3	4	3
0.51031	4	4	4	4	4	4	4	4	4	4
0.0809	3	3	3	3	3	3	3	3	3	3
0.13524	3	3	4	4	4	4	4	4	4	5
0.73192	1	1	1	1	1	.	.	.	.	.
0.79007	3	2	3	3	.	3	3	2	2	2
0.18505	3	2	2	3	.	2	2	2	3	3
0.13624	3	2	2	3	2	3	3	3	4	5
0.1214	2	2	2	2	1	2	2	2	2	1
0.0835	3	3	3	2	3	3	3	3	3	3
0.71396	2	2	2	2	2	2	2	2	2	2
0.68331	3	3	3	3	3	3	3	3	3	3
0.16082	1	1	3	1	1	1	1	1	1	2
0.75345	1	1	1	1	1	1	1	1	1	1
0.13839	3	3	3	3	3	3	3	3	4	4
0.20758	1	1	1	1	1	1	1	1	1	1
0.86865	1	1	1	1	1	1	1	1	1	1
0.61448	1	1	1	1	1	1	1	1	1	1
0.18637	3	3	4	3	1	1	3	3	1	1
0.70539	3	3	3	2	2	2	2	3	3	3
0.10725	3	4	4	4	4	3	4	4	3	3
0.65889	2	2	3	2	1	1	3	1	1	1
0.11709	3	3	3	3	3	3	3	3	3	3
0.10655	4	4	4	4	4	4	4	4	4	4
0.83864	2	4	5	3	1	3	4	4	3	1
0.10809	3	2	4	1	1	1	3	5	2	1
0.19708	1	1	3	3	1	1	1	1	1	1
0.20156	2	3	4	4	4	2	3	.	3	1
0.27837	3	4	4	4	4	4	4	4	4	2
0.06731	2	2	2	2	2	2	2	2	2	1
0.11747	5	5	5	5	5	5	5	5	5	5
0.08824	1	5	5	5	5	5	5	5	5	1
0.12229	2	1	2	1	1	1	1	1	2	1
0.13061	3	3	2	3	4	3	4	3	4	3
0.58051	.	4	4	3	3	4	3	4	4	4
0.0835	4	4	4	3	3	2	2	2	2	3
0.74413	3	3	4	4	4	3	4	2	3	5
0.83864	1	1	1	1	1	1	1	1	1	1
0.73527	3	4	4	4	5	3	3	3	3	4
0.63249	3	4	4	4	4	.	3	4	4	4
0.68331	.	3	.	.	.	.	.	.	.	.
0.87002	3	3	4	1	1	2	3	2	3	1
0.16947	3	4	5	5	5	4	4	4	4	4
0.10027	3	3	3	2	1	1	1	1	1	1
0.18765	1	2	3	4	5	1	2	3	3	1
0.18505	4	3	5	4	4	3	3	4	4	3
0.08964	5	4	5	4	3	1	3	3	3	1
0.08194	3	4	3	3	3	4	4	4	4	4
0.53728	3	3	3	3	3	3	3	3	3	3
1.06454	2	2	3	1	1	2	2	2	1	1
0.99689	1	.	1	1	1	1	1	1	1	1
0.12928	3	4	4	4	4	3	3	3	4	2
0.7917	1	1	3	1	1	1	1	1	1	1
0.94218	2	2	3	2	4	2	2	2	2	.
0.68822	3	1	1	1	1	1	1	1	1	1
0.59858	1	1	1	1	1	1	1	1	1	1
0.67472	2	2	2	2	2	2	2	2	2	2
0.10298	3	3	3	3	3	3	3	3	3	3
0.88877	5	.	.	.	.	.	.	.	.	.
0.20171	3	.	2	3	2	3	3	2	3	2
0.15055	1	3	3	1	1	4	3	2	3	1
0.89904	1	3	4	4	4	2	1	2	1	1
0.63249	4	4	4	4	4	4	4	4	4	4
0.07124	3	4	4	4	4	4	4	4	4	4
0.18325	2	3	4	2	2	2	3	2	3	3
0.12229	1	2	.	3	.	2	1	2	2	1
0.99689	3	4	3	4	3	4	3	4	3	4
0.08964	2	4	4	4	4	4	4	.	4	.
0.16466	3	3	3	3	3	3	3	3	3	3
0.10982	3	3	4	4	2	1	1	1	4	1
0.08824	3	3	4	4	4	4	4	4	3	2
0.20195	1	2	2	3	3	.	.	4	4	5
0.18637	3	3	3	3	3	3	3	3	3	1
0.13352	1	1	1	1	1	1	1	.	.	.
0.13655	2	1	4	1	1	4	1	1	4	5
0.51178	1	1	3	1	1	1	1	1	1	1
0.56855	1	1	3	1	1	1	1	1	1	3
0.09559	2	3	3	1	3	1	1	1	1	1
0.15368	2	2	2	1	1	2	2	2	2	1
0.13352	1	1	1	1	1	1	1	1	1	1
0.09077	2	2	2	3	3	2	2	2	3	3
1.6766	3	2	2	2	2	4	4	3	4	2
0.11382	.	.	4	.	.	.	.	5	.	.
0.61931	3	3	3	3	3	3	3	3	3	3
1.65756	2	4	4	1	1	1	1	1	1	3
0.62235	2	1	3	2	1	3	1	2	1	1
1.0619	3	4	4	2	4	4	3	4	2	1
0.14922	2	3	4	3	2	1	2	3	4	4
0.80868	.	.	4	.	4	.	4	.	.	.
0.13168	3	4	3	1	2	1	1	2	3	1
0.08824	3	2	3	2	2	2	2	2	2	2
0.10414	1	1	1	1	1	1	1	1	1	1
0.69857	1	1	1	1	1	1	1	1	1	1
0.15716	1	1	1	1	1	1	1	1	1	1
0.49945	3	3	3	3	3	3	3	3	3	1
0.46448	3	3	4	3	4	4	4	4	4	4
0.51768	4	1	3	3	4	3	4	3	4	1
0.87302	1	1	1	1	1	1	1	1	1	1
0.6971	4	4	4	4	4	4	4	4	4	5
0.2199	4	4	4	4	4	4	4	3	3	3
0.528	3	4	4	4	3	3	3	3	3	2
0.42586	3	5	4	3	3	3	3	3	4	1
0.70475	3	3	3	3	3	3	3	3	3	3
0.54509	2	4	3	2	2	3	3	3	3	2
0.53919	3	5	3	2	1	1	2	3	2	1
0.48438	1	4	2	2	1	4	3	3	1	1
0.37894	1	2	2	1	1	4	2	2	2	2
0.52428	3	4	3	3	3	4	3	3	4	2
0.3461	3	5	5	4	4	4	3	3	3	1
0.6102	3	4	4	2	2	2	2	2	3	2
0.38064	.	2	4	.	3	.	.	4	3	.
0.11002	3	3	3	3	3	3	3	3	3	3
0.08558	3	5	3	5	5	4	5	5	3	2
0.37837	3	5	3	3	3	4	3	3	3	2
0.21533	5	5	5	5	5	5	5	5	5	5
0.54477	2	3	2	3	3	3	3	1	1	1
0.96172	3	5	3	4	4	3	3	3	3	3
0.22468	4	4	5	5	5	.	5	4	4	5
0.37901	5	5	5	5	5	5	5	5	5	5
0.54064	4	4	4	4	4	4	4	4	4	4
0.60486	3	3	3	3	3	3	3	3	3	3
0.5235	3	5	4	4	4	4	4	4	3	3
0.34722	2	2	2	2	2	2	2	2	2	2
0.6102	2	2	2	2	2	2	2	2	2	2
0.29443	3	3	3	3	3	3	3	3	3	3
0.39685	2	4	4	4	4	4	5	5	2	1
0.37966	4	4	4	4	4	4	4	4	4	4
0.59198	3	5	2	2	2	2	3	5	4	3
0.31166	1	4	3	4	4	4	4	5	4	4
0.43137	2	3	3	2	3	3	3	3	3	3
0.2348	1	3	4	3	3	3	3	3	3	2
0.32687	2	4	4	1	1	1	3	4	4	3
0.14799	1	5	5	2	2	4	4	4	4	1
0.69625	4	4	4	4	1	4	4	1	4	1
0.49354	3	4	4	4	4	4	4	4	4	4
0.34498	3	4	4	4	4	4	4	3	4	4
0.29367	3	5	4	3	3	3	3	3	3	3
0.31363	3	3	3	3	3	3	3	3	3	3
0.14271	4	5	5	4	4	1	4	4	2	1
0.5428	3	4	4	4	4	4	4	4	4	4
0.19483	3	4	4	3	4	4	4	4	4	2
0.56711	3	3	3	3	3	3	3	3	3	3
0.32714	4	5	3	5	3	4	5	5	4	2
0.19721	1	3	2	1	1	1	4	2	4	3
0.2034	4	5	5	4	4	4	4	4	4	4
0.46535	2	3	3	2	2	3	3	3	3	3
0.15142	2	4	2	1	1	1	3	3	4	1
0.51482	4	4	4	4	4	4	4	4	4	4
0.62662	2	4	4	3	3	3	3	3	3	3
0.13508	3	5	4	3	4	4	4	4	3	1
0.2034	4	4	4	4	4	4	4	4	4	4
0.20322	4	3	3	4	3	3	4	3	4	4
0.27981	3	4	3	3	1	2	2	2	3	1
0.3484	4	4	1	1	3	3	3	3	3	3
0.21164	3	4	3	2	2	3	4	4	3	2
0.30568	4	1	2	2	1	1	1	1	1	3
0.17173	1	5	1	3	1	3	1	1	1	1
0.17264	3	4	2	1	1	2	4	3	3	1
0.55005	4	5	5	3	3	4	3	3	4	4
0.26335	4	4	4	4	4	3	4	4	4	2
0.27562	2	3	3	1	1	3	3	3	3	1
0.44511	3	4	4	4	2	2	1	1	3	4
0.42476	5	5	5	5	5	5	5	5	5	5
0.11329	4	4	4	4	4	4	4	4	4	4
0.36561	3	3	3	3	3	3	3	3	3	.
0.1164	1	4	3	1	1	1	1	1	4	1
0.03733	.	5	4	4	.	.	4	4	4	.
0.23119	2	3	3	3	3	3	3	3	3	3
0.30968	3	5	4	3	2	2	5	5	3	2
0.48686	5	5	4	3	3	4	4	4	4	3
0.25428	1	2	3	4	5	4	3	2	1	2
0.09673	3	5	3	3	3	3	4	5	4	1
0.67557	4	4	4	4	4	4	4	4	4	4
0.12291	4	4	4	4	3	4	4	4	4	3
0.43116	3	5	4	4	3	3	2	2	2	2
0.58065	1	3	2	2	2	2	2	2	2	2
0.06089	4	5	4	5	4	5	4	3	3	4
0.39741	4	4	4	4	4	4	4	4	4	4
0.14803	4	5	3	1	1	2	4	4	2	2
0.44384	3	5	5	5	5	5	5	5	5	5
0.40841	1	4	5	1	1	1	1	1	3	5
0.17607	4	4	4	4	4	4	4	4	4	4
0.64767	3	4	3	3	3	3	4	4	3	3
0.27029	3	3	4	3	2	2	2	2	2	2
0.13474	2	3	4	2	4	3	5	3	4	2
0.53817	2	3	4	2	2	4	3	3	2	3
0.28987	5	5	5	5	5	5	5	5	5	5
0.48221	2	1	3	2	4	5	2	1	3	5
0.10688	5	5	5	5	5	4	4	2	3	4
0.24828	2	3	3	1	2	2	3	3	4	3
0.47659	2	5	3	2	2	2	3	2	3	3
0.20784	5	5	5	5	5	4	4	5	4	1
0.37665	2	5	3	4	4	3	4	4	4	1
0.29657	5	5	5	5	5	5	5	5	5	5
1.7196	3	3	3	3	3	3	3	3	2	3
0.61029	3	3	2	2	2	1	1	1	2	1
0.625	3	4	4	3	3	4	3	4	3	4
1.44324	1	1	1	1	1	1	1	1	1	1
0.72783	2	3	4	1	1	1	3	3	4	5
0.75437	2	3	3	4	3	4	3	3	2	1
0.64524	5	4	4	4	4	4	4	4	4	4
0.80891	2	3	3	2	2	1	1	1	2	2
0.65296	3	3	3	1	1	1	1	2	1	4
0.75838	3	3	3	3	3	3	3	3	3	3
0.76741	3	3	3	3	2	1	4	4	3	5
0.9391	3	4	1	2	4	2	2	2	3	1
0.76479	3	3	3	2	2	2	2	2	3	3
0.63279	2	3	2	1	1	1	1	1	1	1
0.53085	2	4	3	4	4	3	3	3	3	3
0.74314	2	4	4	4	4	4	2	2	3	4
0.60162	2	2	4	2	1	1	1	1	1	1
0.72883	3	4	4	4	3	4	3	3	3	4
0.78143	2	4	4	1	1	1	4	3	2	1
0.76295	3	4	3	2	1	3	2	3	3	3
0.45629	4	3	4	3	4	3	4	3	4	5
0.89058	3	3	2	1	1	1	1	1	1	1
0.77808	1	4	3	4	2	1	1	1	2	1
0.96662	3	4	4	4	3	3	4	4	4	1
1.41676	2	2	3	1	3	1	3	1	1	1
0.65833	2	3	5	5	4	3	3	3	3	1
0.92932	2	2	1	1	1	1	1	1	1	1
0.625	1	3	2	1	1	1	1	1	1	1
0.60105	3	3	3	3	3	3	3	3	3	3
0.65233	1	2	2	2	3	3	3	3	3	2
0.48296	4	4	4	4	4	4	4	4	4	4
0.79227	4	2	5	1	4	2	3	5	2	2
0.70725	2	2	3	2	2	1	2	3	3	3
0.63802	4	2	2	1	1	1	1	1	1	1
0.89873	3	4	4	4	3	2	4	2	3	3
0.80601	2	4	4	2	2	3	3	3	3	1
0.87319	2	3	4	1	2	2	1	1	2	2
0.79106	2	2	2	2	2	2	2	2	2	2
0.82942	4	4	4	4	4	4	4	4	4	4
0.63558	1	4	3	1	1	2	1	1	3	1
0.79227	3	4	4	4	4	3	3	3	3	3
0.92383	2	3	4	4	1	3	1	3	3	3
0.70253	3	4	4	4	3	3	2	2	2	1
0.69493	1	4	4	4	4	1	1	1	1	3
0.89873	2	4	4	3	.	4	4	4	3	4
0.64549	1	1	1	1	1	1	1	1	1	1
0.69212	3	3	3	3	4	4	4	3	4	4
0.64144	1	1	1	3	1	1	1	1	1	1
0.80658	3	.	3	3	1	1	3	3	3	3
0.74267	3	3	2	2	1	2	3	2	2	1
0.75506	3	4	3	2	2	2	3	3	3	2
1.24825	4	3	4	2	2	3	3	5	2	2
1.00995	1	1	1	1	1	1	1	1	1	1
0.846	2	2	2	2	2	2	3	2	2	3
0.55066	3	3	3	3	4	3	4	3	.	4
0.70289	5	5	5	5	5	3	5	3	5	4
0.5687	3	3	3	3	3	3	3	3	3	3
0.74401	3	4	3	4	4	2	3	2	2	1
0.91134	3	3	3	3	3	3	3	3	3	3
0.47135	1	4	2	2	2	.	2	2	3	3
0.61965	5	4	5	3	4	4	4	5	3	4
0.66517	2	3	3	3	3	3	2	2	3	3
1.00975	2	3	3	3	3	1	2	1	3	1
0.59483	4	4	4	4	4	4	4	4	4	4
1.65893	2	2	2	3	2	2	2	2	3	3
0.79008	3	3	3	4	4	.	4	3	3	4
0.49663	1	1	1	1	1	1	1	1	1	1
0.48592	3	4	4	3	3	3	2	3	4	2
0.6343	2	2	4	3	2	2	2	4	4	1
0.69694	3	4	3	2	1	3	4	1	3	4
0.62489	2	2	3	3	2	1	1	1	2	1
0.61029	3	3	3	3	3	3	3	3	3	3
0.7909	2	4	5	1	1	1	3	3	2	5
0.47368	1	4	4	4	1	1	1	1	1	1
0.71668	2	4	3	3	3	3	3	3	4	1
0.59483	4	4	3	4	3	4	3	4	3	4
0.79911	2	3	3	3	3	1	1	1	2	1
0.70896	4	4	4	5	4	4	4	5	4	5
0.54954	2	4	4	3	1	2	3	2	3	1
0.66517	4	4	4	4	4	4	4	4	4	4
0.74786	2	3	2	1	4	1	4	3	2	1
0.77668	1	3	2	3	2	2	2	1	3	3
0.71991	4	5	2	2	2	2	2	2	2	2
0.70189	3	3	2	1	2	1	1	1	3	1
0.75068	2	2	2	2	2	2	2	2	2	2
0.78695	3	3	1	1	1	1	1	1	3	1
0.86409	2	2	1	1	1	1	1	1	2	1
0.65981	2	2	3	4	3	2	3	2	3	2
0.98613	2	4	4	4	2	3	2	3	3	1
0.59776	3	4	3	4	4	5	4	4	4	2
0.75437	3	4	2	4	4	2	3	2	3	4
0.73371	3	3	1	1	2	2	1	3	3	2
0.58423	4	3	2	4	4	4	2	2	3	4
0.68852	4	4	4	4	4	4	4	4	4	4
0.64617	.	.	.	3	.	.	.	.	3	.
0.64549	3	3	2	3	3	4	2	3	4	4
0.85923	3	4	4	4	3	3	3	3	3	3
0.54954	1	4	3	4	1	1	2	1	1	1
0.84328	2	3	2	2	3	2	2	3	3	4
0.68565	4	3	3	2	3	2	2	4	4	3
0.44311	2	3	3	3	3	2	2	1	2	2
0.68153	1	2	2	2	3	3	2	2	4	4
0.52337	3	3	3	1	1	2	3	4	3	1
0.67585	2	3	4	3	2	4	4	4	4	4
0.45206	3	4	4	4	4	4	4	1	3	1
0.63547	4	.	3	2	4	2	5	1	1	1
0.53804	3	4	3	3	2	1	3	3	3	4
0.66442	1	1	1	1	1	1	1	1	1	1
0.67909	3	3	3	3	3	3	3	1	3	1
0.58897	2	3	2	1	1	1	2	2	3	3
0.66701	3	2	3	3	3	2	3	4	3	4
0.44311	3	3	3	3	3	3	2	3	3	2
0.59685	3	3	3	1	2	1	3	3	3	1
0.88497	3	3	3	1	4	1	1	1	3	1
0.30125	4	4	4	4	3	3	2	3	3	2
0.77853	1	2	2	1	1	2	1	4	1	1
0.67569	2	2	4	2	3	3	3	3	3	3
0.52466	1	1	1	1	1	1	1	1	1	1
0.74218	1	4	3	4	4	3	4	4	4	2
0.0395	1	2	2	3	4	4	5	3	2	5
0.55457	3	4	4	3	3	2	3	3	4	1
0.87276	3	3	4	3	2	2	3	3	3	1
0.32987	2	3	3	2	2	2	2	2	2	3
0.42753	2	4	3	1	2	2	2	2	3	1
0.66766	4	4	1	1	1	1	1	1	1	1
0.86879	3	1	3	4	4	4	4	4	4	1
0.7167	2	3	2	2	3	3	2	1	3	1
0.75964	2	2	3	2	1	1	3	1	3	1
0.77628	5	3	3	4	4	2	3	3	3	5
0.54786	1	3	3	.	.	1	3	1	1	1
0.71154	1	1	3	3	3	3	3	1	3	1
0.55457	3	2	3	2	3	3	3	2	3	4
0.5593	3	4	1	2	1	1	1	1	3	1
0.63782	3	5	4	4	4	4	4	4	4	4
0.55999	2	1	1	3	2	1	2	2	3	1
0.75137	3	3	3	3	3	3	3	3	3	3
0.63971	3	3	3	3	3	2	2	3	3	2
0.81671	1	1	1	1	1	1	1	1	1	1
0.6163	3	3	3	3	3	3	3	3	3	1
0.76832	2	3	4	2	4	3	2	4	2	4
0.57125	2	2	2	3	1	2	2	2	2	1
0.52635	.	2	2	2	2	2	2	2	2	1
0.64562	3	4	3	3	4	4	3	3	2	5
0.67932	3	3	4	3	1	1	3	3	1	1
0.71743	4	3	4	3	2	1	1	2	4	.
0.6306	5	5	5	5	5	5	5	5	5	5
0.77798	5	5	5	1	5	5	1	5	1	1
0.52337	3	3	3	3	3	3	3	3	3	3
0.99515	2	1	1	1	1	1	1	1	1	1
0.62639	4	2	3	4	2	4	2	3	4	3
0.45848	2	3	3	3	2	1	2	1	3	1
0.0395	4	4	3	3	2	3	2	1	3	4
0.57393	1	2	2	2	3	1	1	1	1	1
0.62984	4	5	3	.	4	1	1	1	3	1
0.49726	2	3	2	1	3	1	1	1	2	1
0.89016	2	2	3	1	1	2	2	3	2	2
0.80287	3	3	3	1	1	1	1	1	1	1
0.67804	2	3	4	4	3	4	4	5	4	4
0.0395	1	1	2	3	2	3	1	2	3	1
0.53195	1	2	3	4	5	4	3	2	1	2
0.76259	1	1	2	1	1	2	1	1	1	5
0.41877	2	2	2	2	2	2	2	2	3	2
0.51665	3	2	4	2	3	2	3	2	4	3
0.52332	1	1	1	1	1	1	1	1	1	1
0.04627	1	1	1	1	1	1	5	5	5	1
0.77798	4	4	4	4	4	4	4	4	4	4
0.55614	3	3	3	2	3	2	.	4	2	3
0.64922	5	5	5	5	5	5	5	5	5	5
0.66665	3	3	4	4	5	3	4	4	4	3
0.46849	1	4	2	4	3	2	2	2	3	1
0.42753	2	3	4	4	2	1	1	1	3	2
0.6884	3	3	3	3	3	1	1	1	1	1
0.50326	3	4	3	1	2	2	1	1	3	1
0.76167	1	5	1	1	5	5	5	5	5	1
0.54607	3	3	4	4	3	3	4	4	4	4
0.54225	4	4	4	2	2	2	4	3	3	2
0.72803	1	4	4	3	3	3	4	3	3	4
0.60969	2	3	3	1	1	2	2	2	3	3
0.5268	2	2	2	2	2	2	2	2	2	2
0.52851	3	4	4	4	2	3	1	3	4	2
0.44314	3	1	1	2	2	3	2	3	2	3
0.04198	3	2	3	3	3	5	2	3	4	1
0.50147	5	5	2	3	2	2	5	5	3	2
0.5629	1	1	1	1	1	4	3	3	3	3
0.03887	4	3	3	4	4	4	4	3	4	3
0.52212	2	3	3	4	2	1	2	2	2	1
0.65066	3	3	3	3	3	2	2	2	2	5
0.56055	4	4	4	4	4	4	4	4	4	4
0.48105	1	3	3	3	3	2	4	3	3	3
0.53888	3	4	2	3	3	3	3	3	3	1
0.71056	3	4	5	4	4	4	4	4	5	3
0.87604	1	2	3	3	3	3	4	4	3	4
0.7167	2	3	3	3	2	3	3	3	3	2
0.51858	3	4	2	1	1	1	1	1	3	2
0.91995	4	4	4	4	1	4	1	4	1	1
1.03976	4	1	1	1	1	1	1	1	1	1
0.62668	3	3	3	3	3	3	3	3	3	3
0.52332	1	2	3	2	3	2	3	2	2	3
0.44077	5	5	.	3	1	3	3	3	5	3
0.62639	1	4	4	4	4	4	3	2	4	1
0.56184	1	.	2	.	.	4	4	.	.	.
0.6573	3	3	3	3	3	3	3	3	3	3
1.20301	3	3	3	3	3	3	3	3	3	3
0.65173	4	3	4	4	4	4	3	4	4	4
0.70604	5	3	5	5	5	4	3	5	3	5
0.7076	1	2	4	4	4	4	4	5	4	5
0.69635	1	2	1	2	1	2	3	.	4	4
0.6752	.	.	.	.	.	4	3	3	.	.
1.54787	3	3	2	3	2	3	2	.	3	2
0.79983	3	3	3	3	3	3	2	.	4	3
0.72841	3	3	5	5	5	5	5	5	4	3
0.76914	.	2	.	2	1	3	2	.	2	.
1.10282	2	3	3	3	2	3	2	3	2	3
0.65173	4	4	4	4	4	4	4	4	4	4
0.91598	3	3	3	3	3	3	3	3	4	3
0.65173	3	4	4	3	4	3	4	4	3	4
0.92009	2	3	2	2	2	3	2	1	2	1
0.67421	1	2	2	2	2	2	1	2	2	2
0.91598	3	3	3	1	1	1	1	1	1	3
0.75879	3	4	4	3	2	3	4	3	3	1
0.8132	3	4	3	2	3	1	1	1	1	1
0.65173	3	3	3	3	3	3	3	3	3	3
0.7623	4	4	4	4	4	4	5	4	4	4
1.47726	3	3	3	3	3	3	3	3	3	3
0.72156	2	4	3	2	2	4	2	4	2	4
0.59742	.	3	.	5	.	.	3	5	5	.
0.78155	4	4	3	3	3	1	1	2	2	1
0.65173	3	3	3	4	4	3	3	4	4	2
0.75738	1	3	1	4	1	1	1	1	1	1
0.65173	3	1	.	2	2	2	2	2	2	2
0.66042	3	3	4	3	3	3	3	3	3	3
0.70297	3	4	4	2	2	2	4	3	3	3
0.65173	3	4	3	4	4	2	4	4	4	4
0.56184	1	2	3	4	5	4	3	2	1	2
0.78933	3	3	3	3	3	3	3	3	3	3
0.78394	1	1	1	1	1	1	2	2	1	3
0.85991	5	4	4	4	4	4	4	4	4	3
1.09238	4	4	4	4	4	4	4	4	4	4
0.76696	4	5	5	5	4	4	3	3	3	4
0.78439	4	4	3	3	3	3	3	4	4	4
0.67148	.	.	3	.	.	.	.	.	.	.
1.42683	3	3	4	4	4	.	5	.	.	4
0.79442	3	3	5	3	3	1	3	4	3	1
0.74616	5	4	5	4	4	4	4	4	4	4
0.8132	4	4	4	4	4	4	4	4	4	4
0.88017	3	3	3	2	2	1	4	4	2	2
0.72154	1	2	3	4	5	4	3	2	1	2
0.79983	4	3	3	3	3	3	3	3	3	3
0.81491	1	2	1	2	2	1	2	2	2	2
0.58924	1	1	1	1	1	1	1	1	1	1
0.65173	4	3	3	3	4	3	3	3	4	4
0.85991	5	4	4	4	4	4	4	4	4	3
0.86323	3	3	3	3	3	3	3	3	3	3
0.86323	2	2	3	2	3	3	2	2	2	3
0.86629	1	3	2	3	5	5	3	2	3	1
0.82203	3	3	3	3	3	3	3	3	3	3
1.09238	1	1	1	1	1	1	1	1	1	1
0.86586	.	.	4	.	.	.	.	.	.	.
0.73611	3	3	3	3	3	3	3	3	3	3
0.82584	3	4	5	3	3	2	3	4	4	3
