0.72756	4	4	4	4	4	4
0.87183	3	3	3	3	3	3
0.62175	0	.	4	.	4	4
0.66142	4	4	4	4	3	1
1.21704	1	4	1	1	1	1
1.4178	3	5	4	5	3	3
0.53739	1	.	0	3	4	2
1.15179	3	1	3	3	3	3
0.8153	2	5	5	5	1	1
0.729	3	5	0	5	4	3
1.6072	4	4	3	.	3	4
0.62012	5	5	0	5	0	0
1.26993	4	5	4	4	5	0
0.66458	5	5	5	5	5	5
0.69078	5	5	5	5	5	5
1.21253	2	4	2	2	1	4
0.7937	5	5	5	5	5	5
0.8153	2	2	2	2	2	2
0.52909	0	5	0	0	3	1
0.96985	3	3	3	3	3	3
1.30552	3	3	3	1	2	4
0.78342	0	0	0	0	0	0
0.66228	4	4	4	4	4	4
0.7191	4	.	5	3	1	1
1.86223	4	3	5	.	.	4
0.58749	5	5	5	5	5	5
0.6255	2	1	4	3	4	5
0.63145	1	2	3	4	5	5
0.65101	1	.	.	.	.	.
0.55503	4	4	4	4	4	4
0.7937	5	5	5	5	5	5
0.82871	3	1	1	1	1	1
0.81696	5	4	3	4	4	3
0.78948	5	5	5	5	5	5
0.52004	5	5	0	5	0	0
0.62126	5	5	1	.	1	2
0.96635	3	4	2	5	2	2
0.71453	.	5	2	.	4	.
0.58013	3	5	4	4	3	3
1.38538	3	3	3	3	3	3
0.72901	0	5	4	3	2	1
1.44924	2	3	1	2	3	2
0.74693	1	1	1	.	1	1
0.55561	1	2	2	2	2	2
0.81696	0	0	1	1	0	1
0.66458	3	3	3	0	5	0
0.78948	0	0	0	0	0	5
0.59119	.	0	0	5	5	5
0.60207	4	4	3	4	4	5
0.61403	4	4	4	4	4	4
1.25671	3	4	2	3	3	.
0.62724	2	2	2	3	2	3
0.78948	1	2	.	5	3	5
0.78948	5	5	5	5	5	5
0.55561	0	0	0	0	0	0
1.37629	4	5	1	5	1	1
0.78948	5	5	4	5	1	5
0.77623	3	3	3	4	4	4
0.74681	2	4	2	0	2	1
1.17497	1	1	1	1	1	1
0.96294	5	5	5	5	5	5
0.57948	5	5	5	5	5	5
1.63061	3	3	3	3	3	3
1.26993	0	4	0	4	4	4
0.66228	0	0	0	0	0	0
0.57123	1	1	1	3	1	1
0.67251	2	4	1	1	1	1
0.63145	.	.	.	.	.	0
0.60824	0	0	0	0	5	0
0.65852	0	0	0	0	0	0
0.76135	1	4	1	1	1	1
1.52861	0	0	0	0	0	0
0.86289	0	0	0	0	0	0
0.56932	3	5	2	5	2	5
0.70175	5	5	5	5	5	5
0.65082	0	.	3	0	3	3
1.19018	3	3	2	2	1	1
0.56338	4	4	4	5	4	4
1.20414	2	2	2	1	2	1
0.56338	4	3	5	3	2	5
1.70085	5	5	2	5	5	5
1.2051	0	0	0	0	4	0
0.63953	4	4	4	4	5	5
0.74961	4	4	4	4	4	4
1.52861	5	5	5	5	3	5
0.67413	.	.	.	.	.	0
0.55503	5	5	5	5	5	5
0.68627	1	2	3	4	5	0
0.56742	.	5	3	.	4	5
0.52909	1	5	5	5	5	5
0.59119	0	0	0	0	0	0
0.62724	5	5	0	3	4	3
0.57916	2	3	5	0	0	5
0.83283	2	4	5	4	3	4
0.56932	5	4	5	4	5	4
2.50087	0	0	0	0	0	0
0.7191	4	4	3	3	3	3
1.10905	.	0	5	4	3	3
0.78846	5	5	5	5	5	5
1.9397	0	0	0	0	1	0
0.19487	1	4	1	4	3	1
0.16203	2	5	1	5	1	5
0.08966	2	3	4	4	5	0
0.09855	4	3	3	4	3	4
0.13088	4	4	4	4	4	4
0.90719	3	3	5	5	5	1
0.11596	3	5	1	5	3	4
0.51031	5	5	5	5	5	5
0.0809	4	4	4	4	4	4
0.13524	2	4	4	4	3	3
0.73192	1	5	1	5	1	1
0.79007	1	1	1	.	1	1
0.18505	2	2	2	2	2	2
0.13624	1	5	3	.	4	5
0.1214	3	3	3	3	3	1
0.0835	2	5	1	5	2	1
0.71396	5	5	1	5	1	1
0.68331	3	3	3	3	3	3
0.16082	5	0	2	0	3	1
0.75345	1	1	1	1	1	1
0.13839	3	3	1	3	3	4
0.20758	1	1	1	1	1	1
0.86865	1	4	1	4	1	2
0.61448	1	1	2	.	1	1
0.18637	5	5	5	5	5	5
0.70539	3	4	2	4	3	2
0.10725	5	5	1	5	2	5
0.65889	3	5	1	5	1	3
0.11709	3	3	3	3	3	3
0.10655	5	5	5	1	5	5
0.83864	3	5	1	5	1	5
0.10809	0	0	0	1	0	0
0.19708	1	1	1	1	1	1
0.20156	2	4	2	4	2	2
0.27837	3	5	2	5	1	5
0.06731	2	2	2	2	1	1
0.11747	0	0	0	0	0	0
0.08824	5	5	0	5	1	1
0.12229	0	5	0	5	0	0
0.13061	3	2	4	3	1	0
0.58051	4	4	5	4	5	4
0.0835	3	5	1	4	1	1
0.74413	0	0	0	0	3	3
0.83864	1	4	2	1	1	1
0.73527	3	5	5	3	5	5
0.63249	5	5	.	1	1	5
0.68331	.	.	.	3	.	.
