1.70085	1	1	1	1	1	1	4	3	3
1.2051	4	4	4	4	4	4	4	4	4
0.63953	3	3	3	3	4	4	3	3	4
0.74961	4	4	4	4	4	4	4	4	4
1.52861	4	4	4	4	4	4	3	3	3
0.67413	4	.	3	.	3	1	2	4	2
0.55503	4	4	4	4	4	4	4	4	4
0.68627	.	4	3	3	2	1	3	4	.
0.56742	.	.	.	.	4	.	.	.	.
0.52909	4	4	4	4	4	3	4	.	3
0.59119	4	4	4	4	4	4	4	4	4
0.62724	3	3	4	4	4	3	4	3	2
0.57916	3	3	3	2	2	2	1	1	1
0.83283	2	3	4	3	.	3	2	4	4
0.56932	4	3	3	4	3	4	4	3	4
2.50087	1	2	3	3	3	.	4	4	.
0.7191	2	2	3	3	2	2	2	2	3
1.10905	4	4	4	4	4	4	4	4	4
0.78846	4	4	4	4	4	4	4	4	4
1.9397	4	4	4	4	4	4	4	4	4
0.19487	2	2	2	2	2	2	2	2	2
0.16203	4	4	4	4	4	4	4	4	4
0.08966	3	2	2	3	4	3	.	.	3
0.09855	2	3	4	3	2	3	3	3	2
0.13088	4	4	4	4	4	4	4	4	4
0.90719	4	3	.	4	3	4	1	.	4
0.11596	4	4	4	4	4	4	3	3	2
0.51031	4	4	4	4	4	4	4	4	4
0.0809	4	4	4	4	4	4	4	4	4
0.13524	4	4	4	4	4	4	.	3	4
0.73192	4	4	4	4	4	4	4	4	4
0.79007	.	1	1	1	1	2	1	2	2
0.18505	2	2	2	2	2	2	2	.	2
0.13624	4	4	4	4	4	2	.	.	.
0.1214	4	4	4	4	4	3	.	2	2
0.0835	3	3	3	3	3	3	3	3	3
0.71396	2	2	2	2	2	2	2	2	2
0.68331	4	4	4	4	4	4	4	4	4
0.16082	4	2	4	4	4	4	1	1	1
0.75345	1	1	1	1	1	1	1	1	1
0.13839	2	2	2	2	2	2	2	2	2
0.20758	1	1	1	1	1	1	1	1	1
0.86865	1	1	1	1	1	1	1	1	1
0.61448	1	1	2	1	2	2	1	1	2
0.18637	3	3	3	3	3	3	3	3	1
0.70539	4	4	4	4	4	4	3	2	3
0.10725	4	4	1	2	2	4	3	2	1
0.65889	3	4	4	4	4	4	1	1	1
0.11709	3	3	3	3	3	3	3	3	3
0.10655	4	4	4	.	4	4	3	4	3
0.83864	4	4	2	4	3	4	.	.	.
0.10809	4	1	3	4	2	3	3	3	.
0.19708	3	3	3	3	2	2	3	3	3
0.20156	4	3	2	2	2	1	1	1	1
0.27837	2	3	3	4	4	4	3	4	3
0.06731	4	4	4	4	4	4	1	3	1
0.11747	4	4	4	4	4	4	4	4	4
0.08824	2	2	2	2	2	2	2	2	2
0.12229	3	.	.	4	.	.	.	.	.
0.13061	4	4	4	4	4	4	.	.	3
0.58051	3	.	3	.	4	4	4	4	3
0.0835	4	3	4	4	4	4	.	.	.
0.74413	4	4	4	4	4	4	4	4	4
0.83864	4	4	1	3	2	4	3	4	4
0.73527	4	4	.	4	4	3	4	4	4
0.63249	4	3	4	4	4	4	.	.	3
0.68331	2	.	.	.	.	.	.	.	.
0.87002	4	4	4	4	3	4	1	.	1
0.16947	4	4	4	4	4	4	4	4	4
0.10027	3	3	4	4	3	4	1	2	1
0.18765	2	2	2	2	4	4	3	.	3
0.18505	3	3	4	4	4	3	3	3	3
0.08964	2	2	4	4	4	.	1	1	1
0.08194	2	3	3	3	4	2	1	1	1
0.53728	2	2	2	2	2	2	2	2	2
1.06454	4	4	4	3	3	4	.	.	2
0.99689	4	4	1	1	1	1	1	1	1
0.12928	4	3	4	3	4	4	2	3	3
0.7917	4	3	3	3	3	.	3	3	2
0.94218	1	1	1	1	1	1	1	1	1
0.68822	4	1	1	.	3	2	3	3	3
0.59858	1	2	1	.	1	2	2	2	2
0.67472	3	3	3	3	3	3	3	3	3
0.10298	3	3	3	3	3	3	3	3	3
0.88877	2	.	.	.	2	.	.	.	.
0.20171	3	3	3	3	3	3	.	4	4
0.15055	2	3	2	3	2	3	4	3	3
0.89904	4	4	.	4	.	4	3	1	1
0.63249	4	4	4	4	4	4	4	4	4
0.07124	4	4	1	4	4	3	3	3	3
0.18325	4	4	1	4	1	4	1	3	.
0.12229	1	2	3	.	2	.	1	2	3
0.99689	4	.	4	.	.	.	.	4	4
0.08964	4	4	4	4	4	4	4	4	4
0.16466	4	4	4	4	4	4	2	3	2
0.10982	4	2	4	4	4	4	1	.	.
0.08824	4	4	4	4	4	4	2	3	3
0.20195	2	3	2	4	.	4	3	.	4
0.18637	4	4	4	4	4	4	2	1	1
0.13352	2	3	3	2	3	3	4	4	2
0.13655	4	4	4	4	4	4	4	4	4
0.51178	2	1	3	3	2	3	2	3	2
0.56855	4	4	.	4	4	4	1	1	1
0.09559	3	3	3	4	4	4	.	.	4
0.15368	2	2	3	4	3	3	4	3	3
0.13352	1	1	1	1	1	1	4	1	1
0.09077	3	.	4	4	4	4	1	2	3
1.6766	1	1	4	4	4	1	1	1	1
0.11382	.	2	.	.	.	4	4	.	.
0.61931	3	3	3	3	3	3	3	3	3
1.65756	4	4	4	4	4	4	2	3	2
0.62235	4	4	4	4	3	3	2	2	2
1.0619	2	2	2	2	2	2	2	2	2
0.14922	2	3	3	.	3	2	4	4	2
0.80868	4	4	.	.	4	4	4	4	4
0.13168	4	4	4	4	4	4	3	4	4
0.08824	2	2	2	2	2	2	2	2	2
0.10414	2	2	2	2	2	2	2	2	2
0.69857	4	4	4	4	4	4	4	4	4
0.15716	2	2	2	2	2	2	2	2	2
0.49945	4	4	4	4	4	4	4	4	4
0.46448	4	4	2	2	2	4	4	4	2
0.51768	4	3	4	4	4	3	2	2	2
0.87302	3	1	1	1	1	1	3	1	1
0.6971	4	4	4	4	4	4	2	2	2
0.2199	4	4	4	4	3	4	2	2	2
0.528	4	4	4	4	4	4	2	.	3
0.42586	4	4	4	4	4	4	3	3	3
0.70475	3	3	3	3	3	3	3	3	3
0.54509	3	4	4	4	3	3	2	3	3
0.53919	4	3	4	3	4	4	1	1	1
0.48438	4	4	4	4	3	4	2	2	2
0.37894	4	4	3	3	3	3	1	1	1
0.52428	4	4	.	4	4	4	1	2	2
0.3461	4	4	4	4	4	4	2	1	1
0.6102	4	4	4	4	4	4	4	4	4
0.38064	4	3	4	1	.	2	4	4	2
0.11002	4	4	4	2	3	3	2	3	4
0.08558	4	4	4	4	4	4	4	4	4
0.37837	4	4	4	4	4	4	4	4	4
0.21533	4	4	4	4	4	4	4	4	4
0.54477	4	4	4	4	4	4	4	4	4
0.96172	4	4	4	3	3	4	4	2	2
0.22468	.	.	.	.	.	.	2	3	3
0.37901	4	4	4	4	4	4	4	4	4
0.54064	4	4	4	4	4	4	4	4	4
0.60486	3	3	3	3	3	3	3	3	3
0.5235	4	4	4	3	4	4	3	3	3
0.34722	3	3	3	3	3	3	3	3	3
0.6102	4	4	4	4	4	4	4	4	4
0.29443	4	4	4	4	4	4	2	1	3
0.39685	4	4	4	4	4	4	1	4	1
0.37966	4	4	4	4	4	4	3	3	3
0.59198	4	4	4	4	4	4	4	4	4
0.31166	2	2	2	4	3	2	3	3	3
0.43137	4	4	4	4	4	4	1	1	2
0.2348	3	3	3	3	3	3	3	.	3
0.32687	4	4	4	4	4	4	1	3	1
0.14799	4	4	4	4	4	4	4	4	4
0.69625	4	4	4	4	4	4	1	1	1
0.49354	4	4	4	4	4	4	1	3	1
0.34498	2	2	3	3	3	3	3	3	2
0.29367	3	3	3	3	.	3	3	3	3
0.31363	3	3	3	3	3	3	3	3	3
0.14271	4	4	4	4	4	4	2	3	3
0.5428	4	4	4	4	4	3	2	2	2
0.19483	4	4	4	4	4	4	4	4	4
0.56711	3	3	3	3	3	3	3	3	3
0.32714	4	3	4	4	4	4	1	1	1
0.19721	1	1	1	1	1	3	1	3	1
0.2034	4	4	4	4	4	4	1	3	1
0.46535	4	4	4	4	4	4	2	2	2
0.15142	4	4	4	4	4	3	2	2	2
0.51482	3	3	3	3	3	3	3	3	3
0.62662	4	4	4	4	4	4	2	3	3
0.13508	4	4	4	4	4	4	2	2	2
0.2034	3	4	4	3	3	4	3	3	4
0.20322	3	3	4	4	4	4	4	4	3
0.27981	4	4	4	4	4	4	4	4	4
0.3484	4	4	4	4	4	4	.	.	.
0.21164	4	4	4	3	4	4	3	2	2
0.30568	4	4	3	4	4	4	2	2	2
0.17173	3	3	3	3	3	3	3	3	3
0.17264	3	3	2	3	3	4	3	2	2
0.55005	4	4	4	4	4	4	4	4	4
0.26335	4	4	4	4	4	4	2	2	2
0.27562	4	4	4	4	4	4	1	2	2
0.44511	4	4	4	4	4	3	1	1	1
0.42476	3	3	2	3	3	2	2	2	3
0.11329	4	4	4	4	4	4	4	4	4
0.36561	4	4	4	4	4	4	4	4	4
0.1164	4	3	3	3	3	4	4	3	2
0.03733	4	4	4	4	4	4	.	.	.
0.23119	4	4	4	4	4	4	4	4	4
0.30968	4	4	4	4	4	4	1	1	2
0.48686	4	4	4	4	4	4	3	4	4
0.25428	3	3	3	3	3	3	3	3	3
0.09673	4	4	4	4	4	4	4	3	3
0.67557	3	3	3	3	3	3	3	3	3
0.12291	4	4	4	4	4	4	2	3	3
0.43116	4	4	4	4	3	2	3	3	2
0.58065	4	3	.	4	3	4	4	3	3
0.06089	4	4	4	4	4	4	1	3	1
0.39741	3	3	3	3	3	3	3	3	3
0.14803	4	4	4	4	4	4	1	2	1
0.44384	4	4	4	4	4	4	.	3	4
0.40841	4	4	4	4	4	4	4	4	3
0.17607	3	3	3	3	3	3	3	3	3
0.64767	4	4	4	4	4	3	1	1	2
0.27029	4	4	4	4	4	4	3	3	3
0.13474	3	3	3	3	4	3	4	4	3
0.53817	4	4	3	3	4	4	2	3	4
0.28987	4	4	3	3	3	4	3	3	3
0.48221	4	3	3	2	3	3	4	3	2
0.10688	4	4	4	4	4	4	4	4	4
0.24828	4	4	4	4	4	4	1	2	2
0.47659	3	3	3	3	3	3	1	1	1
0.20784	4	4	3	3	3	4	2	2	2
0.37665	4	4	4	4	4	4	2	2	2
0.29657	1	1	2	3	4	.	3	.	4
1.7196	.	.	.	3	.	3	.	.	.
0.61029	4	4	4	4	4	4	1	1	1
0.625	3	3	3	3	2	4	1	1	1
1.44324	3	3	3	3	3	3	3	3	3
0.72783	4	4	4	4	4	4	2	2	2
0.75437	4	4	3	4	.	4	1	1	2
0.64524	3	3	3	4	3	4	3	3	3
0.80891	1	4	4	.	3	4	2	2	2
0.65296	2	3	2	3	3	3	3	3	4
0.75838	4	4	4	4	4	.	4	4	4
0.76741	4	4	4	4	4	4	1	1	1
0.9391	2	2	1	4	3	3	3	3	2
0.76479	4	3	3	4	4	4	2	2	2
0.63279	4	3	3	4	4	4	1	2	2
0.53085	4	3	4	3	3	3	2	2	2
0.74314	4	3	4	3	4	4	2	3	2
0.60162	4	4	4	4	4	4	4	4	4
0.72883	4	3	3	3	3	4	3	1	4
0.78143	4	3	4	4	4	3	1	1	1
0.76295	4	4	3	3	3	3	1	3	3
0.45629	4	4	4	4	4	4	3	3	3
0.89058	4	4	3	4	4	3	1	1	1
0.77808	4	3	4	4	4	4	2	3	3
0.96662	3	3	3	3	3	3	3	3	3
1.41676	4	4	4	4	4	3	2	3	3
0.65833	4	4	4	.	.	.	2	2	2
0.92932	4	3	4	4	4	4	1	.	1
0.625	4	3	3	3	3	3	.	3	.
0.60105	3	3	3	3	3	3	3	3	3
0.65233	4	.	4	4	.	.	.	.	.
0.48296	4	4	4	4	4	4	4	4	4
0.79227	3	1	3	2	1	2	2	3	1
0.70725	2	3	2	3	2	2	3	3	2
0.63802	4	4	4	4	3	4	2	2	1
0.89873	4	4	4	4	4	4	3	4	4
0.80601	4	4	4	4	3	4	1	2	1
0.87319	4	4	3	4	3	4	1	1	2
0.79106	3	3	3	3	3	3	3	3	3
0.82942	4	4	4	4	4	4	4	4	4
0.63558	4	4	4	4	4	4	1	1	1
0.79227	3	3	4	.	.	.	1	1	1
0.92383	4	3	3	3	3	3	3	3	3
0.70253	4	4	4	4	4	4	3	3	3
0.69493	4	4	4	4	4	4	1	1	1
0.89873	2	2	2	2	2	2	.	.	.
0.64549	1	1	1	1	1	1	1	1	1
0.69212	1	2	2	2	2	2	3	3	3
0.64144	4	2	2	4	3	4	2	1	1
0.80658	4	4	4	4	4	4	1	1	1
0.74267	4	4	3	4	4	4	1	3	3
0.75506	4	3	4	3	4	3	3	3	3
1.24825	2	3	4	2	3	2	3	2	.
1.00995	2	3	3	3	3	4	4	4	3
0.846	4	3	4	4	4	4	3	2	2
0.55066	4	4	4	4	4	4	4	4	4
0.70289	1	1	1	1	1	1	.	.	.
0.5687	1	1	1	3	2	.	2	1	3
0.74401	4	4	4	4	4	4	1	3	3
0.91134	4	4	4	4	4	4	4	4	4
0.47135	4	4	4	4	4	4	4	4	2
0.61965	4	4	4	3	4	3	4	3	4
0.66517	4	4	4	4	3	4	2	2	2
1.00975	4	4	4	4	4	4	3	4	3
0.59483	4	4	4	4	4	4	4	4	4
1.65893	2	2	3	2	2	2	2	2	2
0.79008	.	.	.	2	.	.	3	.	.
0.49663	1	1	1	1	1	1	1	1	1
0.48592	4	4	4	4	4	4	3	3	3
0.6343	4	4	4	4	3	3	3	3	3
0.69694	4	3	4	3	4	4	1	3	1
0.62489	3	3	.	3	3	3	1	1	1
0.61029	3	3	3	3	3	3	3	3	3
0.7909	4	3	3	2	2	3	1	1	1
0.47368	4	3	3	3	3	3	3	3	3
0.71668	4	4	4	4	3	4	1	1	1
0.59483	3	1	3	2	3	3	3	.	4
0.79911	2	2	3	4	4	4	1	1	1
0.70896	4	4	4	4	3	4	4	3	3
0.54954	3	3	4	4	4	.	1	2	1
0.66517	4	4	4	4	4	4	4	4	4
0.74786	4	4	4	4	4	4	3	4	4
0.77668	4	4	4	4	4	4	2	3	2
0.71991	3	2	3	2	3	2	2	4	3
0.70189	3	4	4	4	4	4	1	4	2
0.75068	3	3	3	3	3	3	3	3	3
0.78695	4	4	4	4	4	4	1	1	3
0.86409	4	4	4	3	4	4	4	4	3
0.65981	2	2	3	4	2	2	3	3	2
0.98613	4	3	3	4	3	3	2	2	2
0.59776	4	4	4	3	3	1	4	4	.
0.75437	4	4	4	4	4	4	1	3	3
0.73371	.	3	.	.	4	.	4	4	4
0.58423	4	3	4	.	2	4	4	3	3
0.68852	4	4	4	4	4	4	4	4	4
0.64617	.	3	.	.	3	.	.	.	.
0.64549	4	3	4	2	4	4	4	2	4
0.85923	4	4	4	4	4	4	4	4	4
0.54954	2	2	4	4	4	4	1	1	1
0.84328	3	3	4	4	3	3	2	2	2
0.68565	3	4	2	2	2	4	1	4	4
0.44311	4	4	4	3	3	4	2	2	1
0.68153	4	3	3	4	4	3	4	3	3
0.52337	4	4	4	4	4	4	1	2	2
0.67585	3	3	3	2	3	.	3	4	3
0.45206	4	4	4	3	2	4	4	4	4
0.63547	4	3	.	4	.	4	1	1	1
0.53804	4	4	4	4	4	3	2	2	1
0.66442	2	3	.	.	.	.	.	.	.
0.67909	3	1	4	4	.	4	3	2	3
0.58897	4	4	4	4	4	4	4	4	4
0.66701	4	4	4	4	4	4	3	3	3
0.44311	4	4	4	4	3	4	3	2	2
0.59685	4	4	4	4	4	4	3	3	3
0.88497	4	3	4	4	4	4	1	4	3
0.30125	4	4	4	4	4	4	4	4	4
0.77853	4	4	4	4	4	3	2	4	3
0.67569	4	4	4	4	4	4	3	4	4
0.52466	4	1	4	4	4	4	4	4	4
0.74218	4	3	4	4	4	4	2	2	2
0.0395	4	4	.	4	4	4	1	.	4
0.55457	4	4	3	4	4	4	1	1	1
0.87276	4	4	3	4	4	4	4	1	1
0.32987	4	3	3	4	4	3	4	3	3
0.42753	4	4	4	4	4	4	4	4	4
0.66766	4	4	1	1	1	4	3	3	2
0.86879	4	3	4	4	4	3	4	3	3
0.7167	4	4	4	4	4	4	4	4	4
0.75964	3	.	4	2	3	2	.	.	.
0.77628	4	3	4	3	3	3	1	1	1
0.54786	4	.	1	1	1	2	1	1	1
0.71154	4	4	4	4	4	4	3	3	3
0.55457	3	3	3	4	3	4	4	4	3
0.5593	4	4	4	4	4	4	3	2	3
0.63782	1	1	2	3	2	3	3	3	3
0.55999	3	3	4	4	4	4	1	1	1
0.75137	4	4	4	4	4	4	4	4	4
0.63971	4	4	4	4	3	3	3	3	3
0.81671	3	3	3	3	3	3	3	3	3
0.6163	4	4	3	4	3	4	1	1	1
0.76832	1	4	3	4	2	3	4	2	2
0.57125	4	4	4	4	4	4	2	3	3
0.52635	3	3	4	3	3	3	3	4	4
0.64562	4	4	4	3	3	3	1	2	3
0.67932	4	3	4	3	2	4	1	1	1
0.71743	3	2	3	2	4	3	2	4	3
0.6306	1	1	1	1	1	1	1	1	1
0.77798	3	3	3	3	3	3	3	3	3
0.52337	3	3	3	3	3	3	3	3	3
0.99515	.	2	4	4	4	4	4	.	4
0.62639	2	3	3	3	2	3	3	3	2
0.45848	3	3	4	2	4	3	3	2	2
0.0395	4	3	4	4	4	4	2	2	2
0.57393	2	2	2	4	4	4	1	2	1
0.62984	4	4	4	4	4	4	.	4	4
0.49726	4	4	4	4	4	4	1	1	2
0.89016	4	3	4	4	4	4	3	3	3
0.80287	4	4	4	3	4	4	3	2	2
0.67804	2	3	3	3	2	3	3	2	3
0.0395	3	3	4	3	4	3	3	3	3
0.53195	2	4	1	2	2	4	.	3	2
0.76259	3	3	4	3	4	4	2	2	.
0.41877	4	4	4	4	4	4	2	1	1
0.51665	3	2	4	3	3	2	3	3	4
0.52332	2	3	2	3	2	3	3	3	2
0.04627	2	2	2	2	.	4	3	2	3
0.77798	4	4	4	4	4	4	4	4	4
0.55614	.	2	2	3	3	3	3	4	2
0.64922	4	4	4	4	4	4	4	4	4
0.66665	4	3	4	4	4	4	1	2	1
0.46849	4	3	3	4	4	2	1	2	1
0.42753	4	4	4	4	4	3	2	1	1
0.6884	4	3	4	4	4	4	1	3	3
0.50326	4	4	4	4	4	4	3	3	3
0.76167	4	4	4	4	4	4	.	.	.
0.54607	4	4	4	3	3	.	4	4	4
0.54225	3	3	3	3	3	.	3	3	3
0.72803	4	3	3	4	4	4	3	4	4
0.60969	4	4	4	4	3	3	2	4	2
0.5268	2	2	2	4	2	4	2	2	2
0.52851	4	3	4	4	3	3	1	3	1
0.44314	4	4	3	3	4	2	3	4	3
0.04198	1	4	2	4	2	.	2	.	3
0.50147	4	4	4	4	4	4	3	3	3
0.5629	4	4	3	3	3	.	3	3	3
0.03887	4	3	4	4	3	4	4	4	4
0.52212	3	3	3	4	4	4	1	2	1
0.65066	4	4	4	4	4	4	4	4	4
0.56055	4	4	4	4	4	4	4	4	4
0.48105	4	4	4	4	4	4	2	3	3
0.53888	4	4	4	4	4	4	2	4	3
0.71056	4	4	4	4	4	4	3	2	3
0.87604	1	2	2	3	3	3	3	3	3
0.7167	4	4	4	4	4	4	4	4	3
0.51858	4	4	4	4	4	4	2	2	2
0.91995	4	4	4	4	3	4	3	3	3
1.03976	1	1	1	1	1	1	1	1	1
0.62668	4	4	4	4	4	4	4	4	4
0.52332	4	3	3	3	3	3	3	3	3
0.44077	4	4	4	3	4	4	3	3	4
0.62639	4	3	4	4	3	4	3	2	2
0.56184	.	.	.	.	2	.	.	.	.
0.6573	3	3	3	3	3	3	3	3	3
1.20301	3	3	3	3	3	3	3	3	3
0.65173	4	4	4	4	4	4	4	4	4
0.70604	1	.	.	3	3	2	3	3	4
0.7076	4	4	4	3	3	3	4	4	4
0.69635	2	3	4	1	2	3	3	3	2
0.6752	.	.	.	.	.	4	.	.	.
1.54787	1	1	1	1	1	1	.	1	1
0.79983	3	3	3	3	3	3	3	3	3
0.72841	4	4	4	4	4	4	3	3	2
0.76914	.	.	4	2	.	.	.	.	.
1.10282	2	3	2	3	2	3	3	3	2
0.65173	3	3	3	3	3	3	3	3	3
0.91598	3	3	3	3	3	3	3	4	3
0.65173	3	3	3	3	3	3	3	3	3
0.92009	1	2	3	3	2	3	3	3	2
0.67421	3	3	2	3	3	3	3	3	3
0.91598	4	4	4	4	4	3	1	2	1
0.75879	4	4	4	4	3	2	4	4	4
0.8132	4	3	1	3	1	3	2	1	1
0.65173	3	3	3	3	3	3	4	4	2
0.7623	4	4	4	4	4	4	4	4	4
1.47726	1	1	1	1	1	1	3	3	3
0.72156	3	2	3	2	3	2	2	2	3
0.59742	.	2	3	.	.	4	.	.	.
0.78155	4	4	4	4	4	4	4	4	4
0.65173	3	3	3	3	3	3	3	3	3
0.75738	1	1	1	1	1	1	1	1	1
0.65173	1	3	3	.	.	4	.	.	.
0.66042	4	4	4	4	4	4	4	4	4
0.70297	4	4	4	4	4	4	3	3	3
0.65173	3	3	3	.	2	2	4	3	2
0.56184	1	2	3	3	3	3	2	4	3
0.78933	1	1	1	1	1	1	1	1	1
0.78394	1	1	.	1	4	1	3	.	2
0.85991	4	3	3	4	4	3	2	4	2
1.09238	1	2	4	3	3	4	3	4	4
0.76696	3	4	2	3	2	4	4	4	4
0.78439	4	4	4	4	4	4	4	2	2
0.67148	.	.	.	.	3	.	.	.	.
1.42683	.	.	4	3	3	.	3	.	.
0.79442	3	3	4	4	3	4	2	3	4
0.74616	4	4	4	4	4	4	4	4	4
0.8132	1	2	1	2	1	2	1	2	1
0.88017	4	4	4	4	4	4	2	3	2
0.72154	2	2	3	3	4	3	2	4	3
0.79983	4	4	4	4	4	4	4	4	4
0.81491	3	2	4	2	2	3	4	4	4
0.58924	1	1	1	1	1	1	1	1	1
0.65173	3	2	2	3	3	2	2	4	3
0.85991	4	4	4	4	4	4	1	1	1
0.86323	4	4	4	4	4	3	2	4	3
0.86323	4	4	4	4	4	4	4	4	4
0.86629	4	2	3	.	4	2	2	4	3
0.82203	2	3	4	4	4	3	3	3	2
1.09238	1	1	1	1	1	1	1	1	1
0.86586	4	.	.	.	.	.	.	.	.
0.73611	4	4	4	4	4	4	4	4	4
0.82584	4	4	4	4	4	4	2	2	2
0.83507	3	.	3	3	4	3	.	4	3
0.82203	3	4	3	4	4	4	4	4	3
0.7138	3	4	4	4	4	3	3	4	3
0.6473	.	1	.	1	1	1	.	.	.
0.87898	4	3	4	4	3	3	2	3	2
0.8183	4	4	4	4	4	4	1	1	1
1.58537	1	3	2	3	2	3	4	3	4
0.61163	4	4	4	.	.	.	.	.	.
1.03955	3	3	3	4	3	3	4	3	3
0.82708	4	4	3	3	3	3	2	3	2
1.0151	1	2	2	1	3	3	4	2	3
0.72154	.	.	.	.	4	.	.	.	.
1.78354	2	.	.	.	.	.	.	.	.
1.03392	4	4	4	4	4	4	4	4	4
0.82701	1	1	1	1	1	1	1	1	1
0.86323	4	4	4	4	4	4	4	4	4
0.78318	4	4	4	4	4	4	4	4	4
0.74616	4	4	4	4	4	4	4	4	4
0.79656	4	4	4	4	4	4	4	4	4
0.65173	3	3	3	2	3	2	2	2	3
1.22119	3	3	3	3	3	3	3	3	3
1.39036	4	4	4	.	4	4	4	4	3
0.63711	1	1	1	1	1	2	3	3	3
1.30347	2	3	2	2	2	3	3	1	3
0.86286	.	.	3	.	3	4	.	4	1
0.67238	3	3	4	2	3	3	3	1	2
0.73509	4	4	4	4	4	4	4	4	2
1.41519	.	4	3	3	3	3	3	4	4
1.51076	2	2	2	2	3	4	2	3	3
0.68136	4	3	3	3	3	3	3	3	3
0.71959	2	2	3	2	3	1	1	4	3
0.7294	.	2	2	2	.	2	.	4	.
0.9265	3	3	4	4	4	4	4	4	4
1.03955	1	.	4	3	3	3	3	.	3
0.91598	2	2	2	2	2	2	2	2	2
0.70266	3	3	2	3	4	2	2	3	3
0.79983	3	3	3	3	3	3	3	3	3
0.67421	3	3	4	3	3	3	4	4	4
0.91243	2	2	2	2	2	2	2	2	2
0.89879	.	4	3	2	1	1	3	1	2
0.53248	4	4	4	4	4	3	1	2	3
0.32591	4	3	2	3	3	3	3	3	3
0.35807	3	3	3	3	3	3	3	3	3
0.28763	3	3	3	3	3	3	3	3	3
0.4969	3	3	3	3	3	3	3	3	3
0.35184	4	3	3	3	4	3	3	4	3
0.21736	4	4	4	4	4	4	1	2	2
0.54452	.	4	4	3	3	4	4	4	4
