0.53919	1	4	4	3	2	2	3
0.48438	1	4	3	2	3	2	2
0.37894	5	3	2	2	2	2	1
0.52428	3	3	3	1	1	1	1
0.3461	2	4	3	2	3	2	2
0.6102	4	4	4	2	3	1	2
0.38064	.	4	3	4	.	4	5
0.11002	6	6	6	2	6	3	3
0.08558	6	6	1	2	1	1	1
0.37837	2	4	4	2	4	3	2
0.21533	2	2	2	2	2	2	2
0.54477	2	2	2	1	2	2	2
0.96172	6	6	6	1	6	3	2
0.22468	3	3	3	3	3	3	1
0.37901	4	3	4	3	4	4	4
0.54064	4	4	4	4	4	4	4
0.60486	6	4	4	3	3	2	2
0.5235	3	4	3	2	4	3	3
0.34722	2	2	2	2	2	2	2
0.6102	3	3	3	3	3	3	3
0.29443	5	5	5	5	5	5	5
0.39685	1	1	3	2	2	2	1
0.37966	4	4	2	2	4	2	2
0.59198	3	2	2	2	2	2	2
0.31166	4	3	3	1	2	2	1
0.43137	1	3	2	1	2	1	1
0.2348	1	5	1	1	5	1	1
0.32687	6	4	6	3	4	1	4
0.14799	4	3	4	1	1	1	1
0.69625	4	4	4	1	4	1	2
0.49354	1	2	3	2	4	4	4
0.34498	3	3	3	3	3	2	2
0.29367	3	3	3	2	3	1	1
0.31363	3	3	4	3	4	3	3
0.14271	5	3	2	1	3	2	4
0.5428	2	4	3	3	3	2	1
0.19483	5	3	3	3	3	3	3
0.56711	2	2	2	2	2	5	2
0.32714	3	3	4	3	4	3	3
0.19721	1	3	3	1	3	1	3
0.2034	5	5	5	5	5	2	2
0.46535	3	2	4	2	2	2	2
0.15142	3	3	2	2	3	1	1
0.51482	4	1	2	2	1	4	1
0.62662	4	4	4	4	4	4	4
0.13508	3	3	4	3	3	2	2
0.2034	4	4	5	4	5	4	4
0.20322	2	3	.	3	2	3	2
0.27981	5	3	5	2	4	2	2
0.3484	5	6	6	5	5	6	6
0.21164	3	2	4	3	1	2	4
0.30568	5	5	4	3	2	3	5
0.17173	4	4	4	4	4	4	4
0.17264	2	3	3	2	2	2	3
0.55005	3	4	4	3	3	4	1
0.26335	4	2	2	2	1	2	1
0.27562	4	1	3	2	1	3	1
0.44511	3	3	3	2	3	2	1
0.42476	4	5	4	5	4	5	4
0.11329	3	3	3	3	3	3	3
0.36561	4	4	4	4	4	4	4
0.1164	4	1	3	1	1	2	2
0.03733	.	2	2	.	2	.	.
0.23119	6	2	6	2	3	3	4
0.30968	2	1	2	2	3	2	1
0.48686	2	3	3	2	2	2	2
0.25428	1	2	3	4	5	6	5
0.09673	1	5	5	1	5	3	1
0.67557	4	4	3	3	3	3	3
0.12291	1	5	3	2	2	1	1
0.43116	1	1	2	2	1	2	2
0.58065	3	4	3	4	3	3	4
0.06089	2	4	2	3	3	3	1
0.39741	5	4	5	4	5	4	5
0.14803	1	2	2	2	1	2	1
0.44384	4	4	4	4	4	4	4
0.40841	6	6	6	6	6	6	6
0.17607	2	4	4	3	2	2	2
0.64767	2	4	3	3	3	3	2
0.27029	4	3	3	1	2	2	1
0.13474	2	3	3	.	4	1	1
0.53817	3	5	4	2	4	3	3
0.28987	5	4	3	4	4	3	4
0.48221	2	5	2	5	2	4	5
0.10688	4	4	4	4	4	4	4
0.24828	2	5	4	2	3	2	2
0.47659	4	3	3	1	1	1	2
0.20784	3	4	5	2	2	2	1
0.37665	2	3	2	2	2	1	2
0.29657	1	1	1	1	1	1	1
1.7196	6	6	6	6	6	6	6
0.61029	5	2	3	1	3	1	1
0.625	5	5	5	4	5	4	5
1.44324	4	4	4	4	4	4	4
0.72783	2	3	3	2	3	2	2
0.75437	1	3	3	1	2	1	1
0.64524	2	4	2	2	4	2	2
0.80891	1	4	4	1	4	1	2
0.65296	2	.	3	2	3	2	2
0.75838	2	2	2	2	2	2	2
0.76741	2	4	3	2	4	2	2
0.9391	2	3	3	2	3	2	4
0.76479	4	4	4	1	2	2	1
0.63279	1	3	4	1	3	1	1
0.53085	2	3	3	2	2	2	2
0.74314	1	3	4	2	3	2	2
0.60162	1	3	3	3	3	2	1
0.72883	3	3	2	2	2	2	2
0.78143	4	3	3	1	3	1	1
0.76295	3	3	3	2	3	1	1
0.45629	4	3	4	3	4	3	4
0.89058	1	6	3	1	3	1	1
0.77808	1	3	2	1	3	1	1
0.96662	1	3	3	1	3	1	1
1.41676	6	5	2	5	2	3	1
0.65833	3	4	4	2	4	4	4
0.92932	5	6	6	1	6	6	1
0.625	1	5	3	2	5	2	1
0.60105	1	2	1	2	1	1	1
0.65233	1	.	3	3	4	4	5
0.48296	3	3	3	3	3	3	3
0.79227	2	1	3	2	5	3	5
0.70725	1	3	3	2	3	2	3
0.63802	4	3	3	1	3	2	1
0.89873	3	2	3	1	3	1	1
0.80601	4	3	2	1	2	1	1
0.87319	4	3	3	1	2	2	2
0.79106	2	2	2	2	2	2	2
0.82942	5	5	5	3	1	1	3
0.63558	3	3	3	2	3	1	1
0.79227	1	3	3	2	3	2	2
0.92383	3	3	3	3	3	3	3
0.70253	3	5	2	2	4	1	2
0.69493	4	3	2	1	2	1	1
0.89873	.	.	3	5	6	5	3
0.64549	4	4	4	1	4	1	4
0.69212	3	3	3	3	3	3	3
0.64144	1	5	4	1	5	1	1
0.80658	3	3	3	2	3	3	2
0.74267	2	3	2	2	2	2	2
0.75506	1	2	2	2	2	1	1
1.24825	1	2	2	2	3	2	2
1.00995	4	4	3	4	4	3	3
0.846	3	3	3	1	2	2	1
0.55066	4	2	3	3	3	2	2
0.70289	1	3	3	1	3	2	1
0.5687	1	5	1	1	3	1	3
0.74401	5	5	5	3	4	2	1
0.91134	1	2	3	2	2	4	1
0.47135	3	3	2	2	2	2	2
0.61965	6	5	4	5	6	6	6
0.66517	2	5	5	2	5	2	2
1.00975	2	2	2	2	2	2	2
0.59483	6	6	6	6	6	6	6
1.65893	4	4	4	4	4	4	4
0.79008	3	5	4	5	4	5	3
0.49663	1	1	1	1	1	1	1
0.48592	1	5	4	2	4	2	2
0.6343	4	4	6	2	3	1	1
0.69694	2	2	2	2	2	2	2
0.62489	2	4	3	1	4	1	2
0.61029	2	2	2	2	2	2	2
0.7909	3	3	4	1	3	3	1
0.47368	3	6	3	1	6	1	1
0.71668	1	3	3	2	3	1	1
0.59483	4	3	2	4	3	2	3
0.79911	2	4	2	1	4	2	2
0.70896	6	5	4	4	4	4	4
0.54954	1	4	3	3	2	2	1
0.66517	4	4	4	4	4	4	4
0.74786	4	5	4	2	5	2	1
0.77668	2	3	2	2	2	1	1
0.71991	2	3	2	1	1	1	1
0.70189	6	2	2	.	1	1	1
0.75068	5	4	4	4	4	4	4
0.78695	4	1	4	1	2	1	1
0.86409	6	3	4	1	2	3	1
0.65981	6	6	6	1	6	1	1
0.98613	4	3	3	3	3	1	1
0.59776	4	3	3	4	5	2	4
0.75437	1	3	3	2	2	2	1
0.73371	3	3	2	2	2	2	2
0.58423	3	4	4	3	4	4	3
0.68852	5	5	5	5	5	5	5
0.64617	.	3	.	3	4	.	.
0.64549	4	3	5	5	3	5	5
0.85923	1	3	1	1	3	1	2
0.54954	2	4	3	3	4	2	2
0.84328	2	3	2	2	3	1	1
0.68565	3	5	2	5	3	4	3
0.44311	3	3	3	2	3	2	2
0.68153	1	3	5	4	3	2	1
0.52337	3	4	4	2	2	1	1
0.67585	2	2	3	4	3	3	6
0.45206	2	2	2	2	3	1	2
0.63547	2	4	2	1	3	2	1
0.53804	2	4	3	2	3	4	1
0.66442	1	1	1	1	1	1	1
0.67909	3	4	4	2	2	2	2
0.58897	2	4	4	2	4	1	1
0.66701	3	3	3	2	3	3	3
0.44311	2	4	2	2	3	2	3
0.59685	4	4	1	2	1	1	2
0.88497	4	4	4	1	2	1	2
0.30125	5	3	3	1	2	1	1
0.77853	6	6	6	3	4	4	4
0.67569	2	3	2	2	2	2	2
0.52466	1	3	1	1	3	1	1
0.74218	1	5	5	2	5	2	3
0.0395	5	1	3	4	5	5	3
0.55457	1	2	2	2	2	2	2
0.87276	4	2	2	1	1	1	1
0.32987	2	3	3	2	2	2	2
0.42753	1	2	2	2	2	2	2
0.66766	4	3	4	1	1	1	1
0.86879	4	4	4	5	4	4	4
0.7167	2	4	3	2	4	1	2
0.75964	4	4	4	1	1	1	1
0.77628	2	5	5	2	5	2	3
0.54786	5	3	3	1	3	4	6
0.71154	1	1	1	2	1	1	2
0.55457	3	4	3	4	3	4	3
0.5593	1	3	3	1	3	1	2
0.63782	2	4	4	2	4	3	3
0.55999	1	3	1	2	5	3	1
0.75137	1	1	1	.	2	3	5
0.63971	2	3	3	2	1	3	1
0.81671	1	3	1	1	1	1	1
0.6163	1	2	1	1	2	2	1
0.76832	1	6	1	1	1	1	1
0.57125	2	2	3	2	2	2	2
0.52635	3	4	3	4	3	4	3
0.64562	4	3	3	2	2	2	3
0.67932	1	2	2	2	2	2	4
0.71743	2	1	1	2	5	4	4
0.6306	3	3	3	3	3	3	3
0.77798	2	6	6	6	6	6	6
0.52337	3	3	3	3	3	3	3
0.99515	1	3	1	1	3	1	2
0.62639	2	6	3	2	4	3	3
0.45848	2	2	1	2	1	2	1
0.0395	4	2	3	2	1	2	2
0.57393	1	3	3	1	3	2	1
0.62984	4	4	4	4	4	1	2
0.49726	4	4	2	1	2	1	1
0.89016	4	4	3	3	2	3	3
0.80287	5	3	3	1	3	1	1
0.67804	2	2	2	2	2	3	1
0.0395	2	3	3	1	3	1	1
0.53195	3	3	4	2	2	3	4
0.76259	3	5	4	2	4	1	1
0.41877	3	3	2	1	1	1	1
0.51665	2	3	4	3	3	4	3
0.52332	4	4	4	3	3	2	1
0.04627	4	4	1	4	4	3	3
0.77798	2	3	3	3	3	3	3
0.55614	3	3	2	2	3	2	2
0.64922	2	3	3	2	2	2	3
0.66665	4	3	2	2	3	3	2
0.46849	4	4	4	2	5	4	2
0.42753	2	4	2	1	1	1	2
0.6884	3	6	6	3	3	2	2
0.50326	3	4	4	2	3	1	2
0.76167	4	4	4	1	4	1	1
0.54607	1	4	4	2	4	4	4
0.54225	3	3	3	3	3	3	3
0.72803	4	2	2	2	1	1	1
0.60969	3	3	3	1	2	2	1
0.5268	1	3	2	2	1	2	1
0.52851	3	3	3	4	4	1	4
0.44314	2	4	3	4	4	4	3
0.04198	2	3	3	1	4	2	2
0.50147	2	4	2	3	4	2	2
0.5629	2	1	1	3	3	4	5
0.03887	3	4	4	3	3	4	4
0.52212	2	4	4	2	4	4	2
0.65066	4	4	2	2	4	2	2
0.56055	2	6	6	6	6	6	6
0.48105	3	2	2	2	2	2	1
0.53888	3	3	3	1	3	3	4
0.71056	1	3	2	2	2	1	2
0.87604	1	2	3	4	5	6	4
0.7167	2	4	4	3	4	3	4
0.51858	2	3	2	2	3	2	2
0.91995	3	5	2	2	2	2	1
1.03976	6	6	6	6	6	6	6
0.62668	3	3	3	3	3	3	3
0.52332	2	3	3	1	1	1	1
0.44077	2	4	4	1	4	3	4
0.62639	3	4	3	2	5	2	2
0.56184	.	.	.	3	.	.	.
0.6573	3	3	3	3	3	3	3
1.20301	4	4	4	4	4	4	4
0.65173	5	5	5	5	4	5	5
0.70604	3	3	4	3	2	2	3
0.7076	4	4	4	4	4	4	4
0.69635	4	5	4	4	3	3	3
0.6752	.	.	.	3	4	5	.
1.54787	1	.	2	.	2	3	5
0.79983	1	3	1	3	2	3	3
0.72841	1	5	5	5	5	5	3
0.76914	5	5	3	.	4	2	5
1.10282	2	3	2	3	2	3	2
0.65173	3	3	3	3	3	3	3
0.91598	4	4	4	4	4	4	4
0.65173	4	5	4	4	5	4	4
0.92009	3	4	2	2	2	.	4
0.67421	3	3	3	2	1	2	1
0.91598	5	5	5	1	5	5	5
0.75879	1	5	2	1	3	2	2
0.8132	1	3	2	1	3	2	2
0.65173	4	3	.	2	2	2	2
0.7623	3	4	4	4	4	4	4
1.47726	3	3	3	3	3	3	3
0.72156	3	4	3	4	3	4	3
0.59742	.	5	2	.	3	.	.
0.78155	1	6	6	3	4	4	3
0.65173	2	2	2	2	2	2	2
0.75738	1	1	1	1	1	1	1
0.65173	1	6	6	6	6	6	6
0.66042	3	3	2	2	3	3	2
0.70297	3	3	3	3	3	3	3
0.65173	3	3	4	3	3	3	4
0.56184	1	2	3	4	5	6	.
0.78933	4	4	4	4	4	4	4
0.78394	1	4	.	2	3	3	2
0.85991	2	2	2	1	2	1	2
1.09238	4	4	4	4	4	4	4
0.76696	4	2	4	3	3	1	3
0.78439	4	4	3	4	3	1	1
0.67148	.	.	.	4	.	.	.
1.42683	.	.	4	4	5	5	5
0.79442	5	5	4	4	4	4	3
0.74616	2	2	2	2	2	2	2
0.8132	4	5	4	4	4	4	4
0.88017	1	2	2	2	2	1	2
0.72154	4	4	4	4	4	4	4
0.79983	5	5	5	3	5	1	2
0.81491	6	6	6	6	6	6	6
0.58924	1	6	6	1	.	.	.
0.65173	6	5	4	3	2	1	6
0.85991	2	5	5	3	5	2	4
0.86323	2	3	3	3	3	3	3
0.86323	2	2	2	2	5	5	4
0.86629	6	5	3	4	5	3	2
0.82203	2	2	2	2	2	2	2
1.09238	6	1	1	1	1	6	1
0.86586	.	6	.	.	.	.	.
0.73611	3	3	3	3	3	3	3
0.82584	4	4	4	3	4	3	3
0.83507	4	.	3	4	3	3	4
0.82203	2	3	2	3	2	2	3
0.7138	3	2	3	2	3	3	3
0.6473	1	.	1	1	1	.	.
0.87898	4	3	4	4	4	4	4
0.8183	3	3	3	3	3	3	4
1.58537	1	2	3	2	6	5	4
0.61163	5	5	4	3	.	2	3
1.03955	3	3	4	4	4	3	3
0.82708	3	3	2	2	2	2	2
1.0151	6	5	3	3	4	3	3
0.72154	.	.	.	.	.	.	6
1.78354	2	.	.	.	.	.	.
1.03392	3	3	3	3	3	3	3
0.82701	1	1	1	1	1	1	1
0.86323	6	4	3	3	3	3	1
0.78318	1	1	3	2	1	3	3
0.74616	3	3	3	.	3	4	3
0.79656	2	3	.	2	3	2	3
0.65173	4	3	3	4	3	3	4
1.22119	1	3	2	3	3	3	1
1.39036	3	3	3	3	3	3	3
0.63711	4	4	2	3	3	2	2
1.30347	2	2	2	2	2	2	2
0.86286	6	1	4	2	.	2	6
0.67238	1	2	1	3	4	3	4
0.73509	2	2	2	2	2	2	2
1.41519	5	4	.	5	4	5	5
1.51076	2	3	1	1	2	1	1
0.68136	2	3	3	3	3	3	4
0.71959	1	1	1	1	1	1	1
0.7294	5	5	5	5	5	5	5
0.9265	2	3	.	2	2	3	2
1.03955	6	5	4	4	3	3	6
0.91598	4	2	2	2	2	2	2
0.70266	4	3	4	3	4	3	4
0.79983	3	4	2	2	4	3	2
0.67421	2	5	3	4	4	3	5
0.91243	4	4	4	4	4	4	4
0.89879	2	3	4	5	4	3	2
0.53248	6	3	1	1	2	2	1
0.32591	2	3	2	3	2	3	3
0.35807	3	3	3	3	3	3	3
0.28763	6	6	6	1	1	6	1
0.4969	4	4	4	4	4	4	4
0.35184	4	3	5	4	5	4	5
0.21736	2	2	2	2	2	2	2
0.54452	3	4	4	4	3	2	2
0.29414	1	5	.	4	4	3	4
0.71016	4	3	4	4	4	4	4
0.2337	2	2	2	2	3	3	3
0.50032	1	2	.	1	4	2	4
0.44781	1	6	1	1	1	1	1
0.4297	4	4	4	2	3	1	4
0.72756	3	5	2	2	4	2	1
0.47006	1	1	2	6	1	1	1
0.18684	3	3	3	3	3	3	3
0.5586	1	2	3	2	2	1	1
0.72756	2	3	6	2	4	2	1
0.51296	2	3	3	2	2	2	2
0.58983	1	6	6	1	6	1	3
0.27364	6	5	4	3	2	1	2
0.44016	5	5	4	3	4	4	5
0.50321	1	5	3	2	2	2	2
0.36107	4	2	1	1	3	1	1
0.80534	3	4	2	4	4	3	5
0.40436	5	5	5	1	5	6	6
0.27233	4	4	4	4	4	4	3
0.45054	3	3	3	3	3	1	4
0.18747	2	4	3	2	3	2	3
0.43082	1	2	1	1	1	1	1
0.74988	3	2	3	3	2	2	1
0.59725	4	4	4	4	1	2	1
0.49038	4	3	3	4	3	4	4
0.44054	4	.	.	.	4	6	.
0.64269	1	2	3	4	5	6	5
0.41871	1	4	3	1	1	1	2
0.41149	2	5	5	1	5	2	3
0.45167	2	4	4	1	4	3	1
0.44344	4	2	2	2	2	2	2
0.39954	1	3	2	1	1	1	1
0.50155	3	4	3	4	3	4	3
0.60956	4	4	4	2	4	2	2
1.68426	1	2	2	3	4	5	6
0.44534	1	4	4	4	4	4	1
0.52424	6	6	6	6	6	6	6
0.47837	2	2	2	2	1	1	1
0.44034	1	2	5	2	1	2	1
0.75294	3	3	3	3	3	3	3
0.31214	1	2	2	2	2	2	2
0.36552	1	2	1	1	1	1	.
0.38407	.	.	.	.	4	.	.
0.36088	1	2	2	1	2	3	2
0.27364	2	2	2	2	2	2	2
0.42089	3	2	2	2	2	2	2
0.40517	4	4	4	2	2	4	1
0.4391	6	4	2	1	2	1	1
0.30564	1	6	1	1	1	1	1
0.35712	3	4	4	3	3	4	3
0.51593	1	6	6	6	6	6	6
0.54003	2	3	1	1	1	1	3
0.47905	1	6	1	1	1	1	1
0.43435	4	2	2	2	2	2	2
0.38407	2	4	2	4	2	4	3
0.29828	3	3	3	4	3	3	3
0.38837	1	1	1	1	1	1	1
0.4568	1	3	3	5	6	3	5
0.61079	4	4	4	3	1	2	1
0.50266	6	6	6	6	6	6	.
0.15307	1	2	1	1	1	1	1
0.49015	3	4	2	1	1	2	1
0.33079	4	4	5	4	5	3	4
0.38834	5	5	5	5	5	5	5
0.47901	5	3	3	1	3	1	1
0.18684	4	4	4	4	4	4	3
0.27515	1	6	6	2	5	6	2
0.57164	4	4	4	2	4	2	1
0.29999	1	3	2	2	2	3	1
0.08177	1	2	3	2	3	3	1
0.50496	2	2	1	2	2	3	2
0.34928	5	6	4	4	4	1	2
0.35099	6	6	6	6	6	6	6
0.28616	1	1	1	1	1	1	1
0.83744	6	5	5	5	5	5	5
0.4236	3	5	5	5	5	5	5
0.51832	2	1	2	2	2	2	2
0.3556	2	2	.	3	2	.	3
0.32914	1	5	5	2	6	3	6
0.35069	2	2	2	2	2	2	2
0.42187	2	2	2	2	2	2	2
0.27146	3	3	5	2	1	2	1
0.57164	3	3	3	2	3	3	2
0.7459	4	3	3	1	2	3	1
0.61182	3	3	3	3	3	3	3
0.44131	3	5	5	5	5	5	5
0.39611	5	5	5	5	5	5	5
0.47049	6	6	6	6	6	6	6
0.48251	4	4	4	1	4	1	1
0.21736	6	6	6	6	6	6	6
0.37022	4	3	3	1	3	2	1
0.85054	6	6	6	6	6	6	5
0.88926	4	4	4	1	3	3	2
0.88013	4	1	3	1	1	2	1
0.83612	5	5	5	1	3	3	1
0.84983	6	6	6	1	6	1	4
0.88071	5	4	6	2	3	4	3
0.8479	2	2	3	3	3	1	5
0.85756	3	3	3	1	5	3	1
0.89006	3	3	2	3	3	3	3
0.88013	6	2	3	1	1	1	2
0.91521	3	.	3	3	5	.	6
0.88949	3	5	5	2	2	1	1
0.88572	3	3	2	3	2	2	2
0.88926	3	4	4	1	3	3	1
0.88949	3	3	3	2	3	3	1
0.88629	2	3	3	1	2	2	2
0.86309	6	1	6	6	1	1	6
0.86309	6	3	3	2	2	2	1
0.85935	1	6	6	1	6	1	1
0.8479	6	6	6	1	6	6	1
0.89632	3	5	5	5	4	5	3
0.8693	1	5	5	2	5	5	2
0.91761	4	2	4	2	1	1	1
0.88921	1	4	4	2	4	4	1
0.88921	4	4	4	1	4	1	1
0.88257	3	2	2	2	2	2	2
0.95557	3	1	3	1	1	1	2
0.90044	1	6	6	3	4	2	1
0.96779	3	3	3	1	2	3	3
0.88071	2	4	4	2	2	2	2
0.86309	3	3	3	3	3	3	3
0.91761	3	2	2	1	1	1	2
0.91128	3	2	4	1	3	3	2
0.9476	2	3	4	2	1	2	3
0.93703	4	4	4	1	4	3	2
1.05289	4	4	4	1	4	1	1
0.84918	1	1	2	2	2	2	1
